biometric_log_id,candidate_id,capture_timestamp,device_id,match_score,match_status,retry_count
5509,5771.0,2026-05-03 09:49:00,DEV0261,79,match,0
5510,5772.0,2026-05-03 09:12:00,DEV0400,86,match,0
5511,5773.0,2026-05-03 09:03:00,DEV0284,98,match,0
5512,5774.0,2026-05-03 09:52:00,DEV0411,98,match,0
5513,5775.0,2026-05-03 09:49:00,DEV0003,86,match,0
5514,5776.0,2026-05-03 09:11:00,DEV0026,94,match,0
5515,5777.0,2026-05-03 09:15:00,DEV0245,78,match,0
5516,5778.0,2026-05-03 09:01:00,DEV0362,79,match,0
5517,5779.0,2026-05-03 09:12:00,DEV0373,90,match,0
5518,5780.0,2026-05-03 09:22:00,DEV0011,72,match,0
5519,5781.0,2026-05-03 09:53:00,DEV0433,94,match,0
5520,5782.0,2026-05-03 09:27:00,DEV0101,88,match,0
5521,5783.0,2026-05-03 09:19:00,DEV0376,81,match,0
5522,5784.0,2026-05-03 09:39:00,DEV0350,92,match,0
5523,5785.0,2026-05-03 09:10:00,DEV0295,85,match,0
5524,5786.0,2026-05-03 09:55:00,DEV0182,92,match,0
5525,5787.0,2026-05-03 09:49:00,DEV0447,74,match,0
5526,5788.0,2026-05-03 09:13:00,DEV0283,89,match,0
5527,5789.0,2026-05-03 09:32:00,DEV0024,96,match,0
5528,5790.0,2026-05-03 09:24:00,DEV0348,94,match,0
5529,5791.0,2026-05-03 09:08:00,DEV0170,90,match,0
5530,5793.0,2026-05-03 09:34:00,DEV0406,94,match,0
5531,5794.0,2026-05-03 09:58:00,DEV0394,84,match,0
5532,5795.0,2026-05-03 09:25:00,DEV0195,75,match,0
5533,5796.0,2026-05-03 09:21:00,DEV0059,84,match,0
5534,5797.0,2026-05-03 09:09:00,DEV0262,95,match,0
5535,5798.0,2026-05-03 09:35:00,DEV0025,85,match,0
5536,5799.0,2026-05-03 09:32:00,DEV0093,44,no_match,2
5537,5800.0,2026-05-03 09:38:00,DEV0142,85,match,0
5538,5802.0,2026-05-03 09:19:00,DEV0157,82,match,0
5539,5803.0,2026-05-03 09:20:00,DEV0097,75,match,0
5540,5804.0,2026-05-03 09:56:00,DEV0330,92,match,0
5541,5805.0,2026-05-03 09:47:00,DEV0268,93,match,0
5542,5806.0,2026-05-03 09:00:00,DEV0298,91,match,0
5543,5807.0,2026-05-03 09:53:00,DEV0386,53,no_match,1
5544,5808.0,2026-05-03 09:39:00,DEV0203,74,match,0
5545,5809.0,2026-05-03 09:02:00,DEV0405,80,match,0
5546,5810.0,2026-05-03 09:12:00,DEV0462,73,match,0
5547,5811.0,2026-05-03 09:37:00,DEV0297,82,match,0
5548,5812.0,2026-05-03 09:57:00,DEV0208,90,match,0
5549,5813.0,2026-05-03 09:25:00,DEV0237,95,match,0
5550,5814.0,2026-05-03 09:47:00,DEV0105,87,match,0
5551,5815.0,2026-05-03 09:12:00,DEV0119,74,match,0
5552,5816.0,2026-05-03 09:16:00,DEV0226,92,match,0
5553,5817.0,2026-05-03 09:34:00,DEV0427,93,match,0
5554,5818.0,2026-05-03 09:08:00,DEV0023,93,match,0
5555,5820.0,2026-05-03 09:21:00,DEV0474,89,match,0
5556,5821.0,2026-05-03 09:42:00,DEV0469,84,match,0
5557,5823.0,2026-05-03 09:33:00,DEV0120,75,match,0
5558,5824.0,2026-05-03 09:33:00,DEV0207,87,match,0
5559,5825.0,2026-05-03 09:24:00,DEV0453,88,match,0
5560,5826.0,2026-05-03 09:22:00,DEV0211,77,match,0
5561,5827.0,2026-05-03 09:35:00,DEV0453,88,match,0
5562,5828.0,2026-05-03 09:10:00,DEV0247,86,match,0
5563,5829.0,2026-05-03 09:14:00,DEV0165,72,match,0
5564,5830.0,2026-05-03 09:58:00,DEV0109,97,match,0
5565,5831.0,2026-05-03 09:57:00,DEV0182,80,match,0
5566,5832.0,2026-05-03 09:14:00,DEV0429,95,match,0
5567,5833.0,2026-05-03 09:21:00,DEV0305,72,match,0
5568,5834.0,2026-05-03 09:50:00,DEV0242,87,match,0
5569,5835.0,2026-05-03 09:24:00,DEV0140,73,match,0
5570,5836.0,2026-05-03 09:11:00,DEV0438,75,match,0
5571,5837.0,2026-05-03 09:06:00,DEV0169,72,match,0
5572,5838.0,2026-05-03 09:17:00,DEV0164,95,match,0
5573,5839.0,2026-05-03 09:22:00,DEV0471,72,match,0
5574,5840.0,2026-05-03 09:01:00,DEV0293,93,match,0
5575,5841.0,2026-05-03 09:24:00,DEV0307,84,match,0
5576,5842.0,2026-05-03 09:55:00,DEV0333,70,match,0
5577,5843.0,2026-05-03 09:40:00,DEV0094,78,match,0
5578,5844.0,2026-05-03 09:05:00,DEV0248,87,match,0
5579,5845.0,2026-05-03 09:10:00,DEV0355,83,match,0
5580,5846.0,2026-05-03 09:22:00,DEV0161,78,match,0
5581,5847.0,2026-05-03 09:07:00,DEV0167,80,match,0
5582,5849.0,2026-05-03 09:13:00,DEV0362,82,match,0
5583,5850.0,2026-05-03 09:17:00,DEV0139,91,match,0
5584,5851.0,2026-05-03 09:15:00,DEV0493,78,match,0
5585,5852.0,2026-05-03 09:10:00,DEV0398,71,match,0
5586,5853.0,2026-05-03 09:13:00,DEV0298,79,match,0
5587,5854.0,2026-05-03 09:34:00,DEV0118,73,match,0
5588,5855.0,2026-05-03 09:09:00,DEV0008,76,match,0
5589,5856.0,2026-05-03 09:02:00,DEV0444,78,match,0
5590,5857.0,2026-05-03 09:27:00,DEV0068,93,match,0
5591,5858.0,2026-05-03 09:20:00,DEV0135,99,match,0
5592,5859.0,2026-05-03 09:56:00,DEV0079,95,match,0
5593,5860.0,2026-05-03 09:47:00,DEV0465,86,match,0
5594,5861.0,2026-05-03 09:54:00,DEV0299,90,match,0
5595,5862.0,2026-05-03 09:03:00,DEV0405,89,match,0
5596,5863.0,2026-05-03 09:57:00,DEV0497,92,match,0
5597,5864.0,2026-05-03 09:08:00,DEV0223,87,match,0
5598,5865.0,2026-05-03 09:25:00,DEV0190,95,match,0
5599,5866.0,2026-05-03 09:30:00,DEV0196,90,match,0
5600,5867.0,2026-05-03 09:46:00,DEV0273,79,match,0
5601,5868.0,2026-05-03 09:13:00,DEV0393,96,match,0
5602,5869.0,2026-05-03 09:10:00,DEV0139,84,match,0
5603,5870.0,2026-05-03 09:26:00,DEV0270,78,match,0
5604,5872.0,2026-05-03 09:29:00,DEV0488,92,match,0
5605,5873.0,2026-05-03 09:31:00,DEV0162,70,match,0
5606,5874.0,2026-05-03 09:27:00,DEV0488,71,match,0
5607,5875.0,2026-05-03 09:06:00,DEV0217,76,match,0
5608,5876.0,2026-05-03 09:54:00,DEV0156,74,match,0
5609,5877.0,2026-05-03 09:55:00,DEV0342,79,match,0
5610,5878.0,2026-05-03 09:22:00,DEV0373,84,match,0
5611,5879.0,2026-05-03 09:05:00,DEV0025,96,match,0
5612,5880.0,2026-05-03 09:50:00,DEV0462,70,match,0
5613,5881.0,2026-05-03 09:48:00,DEV0378,80,match,0
5614,5882.0,2026-05-03 09:28:00,DEV0197,79,match,0
5615,5883.0,2026-05-03 09:31:00,DEV0272,85,match,0
5616,5884.0,2026-05-03 09:58:00,DEV0129,80,match,0
5617,5885.0,2026-05-03 09:18:00,DEV0404,95,match,0
5618,5886.0,2026-05-03 09:22:00,DEV0498,85,match,0
5619,5887.0,2026-05-03 09:33:00,DEV0064,77,match,0
5620,5888.0,2026-05-03 09:14:00,DEV0448,89,match,0
5621,5889.0,2026-05-03 09:24:00,DEV0174,85,match,0
5622,5890.0,2026-05-03 09:34:00,DEV0317,75,match,0
5623,5891.0,2026-05-03 09:37:00,DEV0261,92,match,0
5624,5892.0,2026-05-03 09:17:00,DEV0407,98,match,0
5625,5893.0,2026-05-03 09:19:00,DEV0104,71,match,0
5626,5894.0,2026-05-03 09:57:00,DEV0340,80,match,0
5627,5895.0,2026-05-03 09:14:00,DEV0472,58,no_match,2
5628,5896.0,2026-05-03 09:49:00,DEV0084,86,match,0
5629,5898.0,2026-05-03 09:21:00,DEV0353,81,match,0
5630,5899.0,2026-05-03 09:56:00,DEV0042,80,match,0
5631,5900.0,2026-05-03 09:35:00,DEV0357,82,match,0
5632,5901.0,2026-05-03 09:30:00,DEV0176,86,match,0
5633,5902.0,2026-05-03 09:56:00,DEV0144,98,match,0
5634,5903.0,2026-05-03 09:27:00,DEV0336,97,match,0
5635,5904.0,2026-05-03 09:25:00,DEV0380,71,match,0
5636,5905.0,2026-05-03 09:27:00,DEV0478,84,match,0
5637,5906.0,2026-05-03 09:13:00,DEV0239,83,match,0
5638,5909.0,2026-05-03 09:46:00,DEV0429,90,match,0
5639,5910.0,2026-05-03 09:27:00,DEV0424,87,match,0
5640,5911.0,2026-05-03 09:51:00,DEV0170,90,match,0
5641,5912.0,2026-05-03 09:54:00,DEV0479,98,match,0
5642,5913.0,2026-05-03 09:50:00,DEV0087,78,match,0
5643,5914.0,2026-05-03 09:29:00,DEV0016,93,match,0
5644,5915.0,2026-05-03 09:48:00,DEV0465,94,match,0
5645,5916.0,2026-05-03 09:48:00,DEV0344,94,match,0
5646,5917.0,2026-05-03 09:20:00,DEV0083,89,match,0
5647,5918.0,2026-05-03 09:37:00,DEV0074,80,match,0
5648,5919.0,2026-05-03 09:56:00,DEV0040,45,no_match,1
5649,5920.0,2026-05-03 09:39:00,DEV0403,83,match,0
5650,5921.0,2026-05-03 09:19:00,DEV0029,10,error,2
5651,5922.0,2026-05-03 09:17:00,DEV0393,99,match,0
5652,5923.0,2026-05-03 09:05:00,DEV0066,82,match,0
5653,5924.0,2026-05-03 09:24:00,DEV0134,88,match,0
5654,5925.0,2026-05-03 09:13:00,DEV0382,85,match,0
5655,5926.0,2026-05-03 09:46:00,DEV0330,77,match,0
5656,5927.0,2026-05-03 09:11:00,DEV0395,80,match,0
5657,5928.0,2026-05-03 09:45:00,DEV0028,89,match,0
5658,5929.0,2026-05-03 09:04:00,DEV0328,75,match,0
5659,5930.0,2026-05-03 09:21:00,DEV0309,99,match,0
5660,5931.0,2026-05-03 09:20:00,DEV0464,95,match,0
5661,5932.0,2026-05-03 09:40:00,DEV0147,98,match,0
5662,5933.0,2026-05-03 09:43:00,DEV0287,72,match,0
5663,5934.0,2026-05-03 09:52:00,DEV0209,87,match,0
5664,5935.0,2026-05-03 09:22:00,DEV0100,76,match,0
5665,5936.0,2026-05-03 09:20:00,DEV0048,98,match,0
5666,5937.0,2026-05-03 09:12:00,DEV0070,74,match,0
5667,5938.0,2026-05-03 09:43:00,DEV0014,92,match,0
5668,5939.0,2026-05-03 09:35:00,DEV0090,9,no_match,1
5669,5940.0,2026-05-03 09:57:00,DEV0325,78,match,0
5670,5941.0,2026-05-03 09:46:00,DEV0458,80,match,0
5671,5942.0,2026-05-03 09:35:00,DEV0475,92,match,0
5672,5943.0,2026-05-03 09:33:00,DEV0379,84,match,0
5673,5944.0,2026-05-03 09:47:00,DEV0026,92,match,0
5674,5945.0,2026-05-03 09:05:00,DEV0477,72,match,0
5675,5946.0,2026-05-03 09:34:00,DEV0495,92,match,0
5676,5947.0,2026-05-03 09:57:00,DEV0392,81,match,0
5677,5948.0,2026-05-03 09:40:00,DEV0409,77,match,0
5678,5949.0,2026-05-03 09:30:00,DEV0291,88,match,0
5679,5950.0,2026-05-03 09:16:00,DEV0354,77,match,0
5680,5951.0,2026-05-03 09:29:00,DEV0180,75,match,0
5681,5952.0,2026-05-03 09:52:00,DEV0338,85,match,0
5682,5953.0,2026-05-03 09:14:00,DEV0058,93,match,0
5683,5954.0,2026-05-03 09:31:00,DEV0108,96,match,0
5684,5955.0,2026-05-03 09:35:00,DEV0251,84,match,0
5685,5957.0,2026-05-03 09:38:00,DEV0493,77,match,0
5686,5958.0,2026-05-03 09:18:00,DEV0358,72,match,0
5687,5959.0,2026-05-03 09:05:00,DEV0243,85,match,0
5688,5960.0,2026-05-03 09:13:00,DEV0029,96,match,0
5689,5961.0,2026-05-03 09:06:00,DEV0316,99,match,0
5690,5962.0,2026-05-03 09:44:00,DEV0098,83,match,0
5691,5963.0,2026-05-03 09:09:00,DEV0206,93,match,0
5692,5964.0,2026-05-03 09:27:00,DEV0169,82,match,0
5693,5965.0,2026-05-03 09:19:00,DEV0370,97,match,0
5694,5966.0,2026-05-03 09:18:00,DEV0481,79,match,0
5695,5967.0,2026-05-03 09:02:00,DEV0340,70,match,0
5696,5968.0,2026-05-03 09:15:00,DEV0031,81,match,0
5697,5969.0,2026-05-03 09:48:00,DEV0431,76,match,0
5698,5970.0,2026-05-03 09:54:00,DEV0160,94,match,0
5699,5971.0,2026-05-03 09:58:00,DEV0214,45,no_match,1
5700,5972.0,2026-05-03 09:24:00,DEV0420,86,match,0
5701,5973.0,2026-05-03 09:22:00,DEV0431,86,match,0
5702,5974.0,2026-05-03 09:51:00,DEV0281,71,match,0
5703,5975.0,2026-05-03 09:01:00,DEV0322,92,match,0
5704,5976.0,2026-05-03 09:10:00,DEV0323,87,match,0
5705,5977.0,2026-05-03 09:25:00,DEV0115,79,match,0
5706,5978.0,2026-05-03 09:41:00,DEV0385,70,match,0
5707,5979.0,2026-05-03 09:04:00,DEV0421,92,match,0
5708,5980.0,2026-05-03 09:23:00,DEV0123,99,match,0
5709,5981.0,2026-05-03 09:51:00,DEV0280,86,match,0
5710,5982.0,2026-05-03 09:45:00,DEV0187,14,error,1
5711,5983.0,2026-05-03 09:16:00,DEV0281,84,match,0
5712,5984.0,2026-05-03 09:55:00,DEV0028,79,match,0
5713,5985.0,2026-05-03 09:54:00,DEV0174,25,error,2
5714,5986.0,2026-05-03 09:20:00,DEV0172,93,match,0
5715,5987.0,2026-05-03 09:12:00,DEV0272,97,match,0
5716,5988.0,2026-05-03 09:17:00,DEV0051,86,match,0
5717,5989.0,2026-05-03 09:38:00,DEV0252,97,match,0
5718,5990.0,2026-05-03 09:33:00,DEV0066,78,match,0
5719,5991.0,2026-05-03 09:56:00,DEV0458,5,no_match,1
5720,5992.0,2026-05-03 09:41:00,DEV0398,75,match,0
5721,5993.0,2026-05-03 09:44:00,DEV0150,83,match,0
5722,5994.0,2026-05-03 09:34:00,DEV0494,90,match,0
5723,5995.0,2026-05-03 09:07:00,DEV0236,80,match,0
5724,5996.0,2026-05-03 09:07:00,DEV0393,98,match,0
5725,5997.0,2026-05-03 09:55:00,DEV0044,93,match,0
5726,5998.0,2026-05-03 09:22:00,DEV0397,96,match,0
5727,5999.0,2026-05-03 09:48:00,DEV0085,76,match,0
5728,6000.0,2026-05-03 09:42:00,DEV0002,90,match,0
5729,6001.0,2026-05-03 09:06:00,DEV0311,82,match,0
5730,6002.0,2026-05-03 09:57:00,DEV0442,86,match,0
5731,6003.0,2026-05-03 09:51:00,DEV0030,93,match,0
5732,6004.0,2026-05-03 09:00:00,DEV0311,96,match,0
5733,6005.0,2026-05-03 09:54:00,DEV0492,96,match,0
5734,6006.0,2026-05-03 09:56:00,DEV0041,73,match,0
5735,6007.0,2026-05-03 09:01:00,DEV0087,75,match,0
5736,6008.0,2026-05-03 09:58:00,DEV0332,0,no_match,1
5737,6009.0,2026-05-03 09:44:00,DEV0406,83,match,0
5738,6010.0,2026-05-03 09:55:00,DEV0396,94,match,0
5739,6011.0,2026-05-03 09:17:00,DEV0179,99,match,0
5740,6012.0,2026-05-03 09:43:00,DEV0184,98,match,0
5741,6013.0,2026-05-03 09:16:00,DEV0254,96,match,0
5742,6014.0,2026-05-03 09:35:00,DEV0455,80,match,0
5743,6015.0,2026-05-03 09:19:00,DEV0087,79,match,0
5744,6016.0,2026-05-03 09:11:00,DEV0378,80,match,0
5745,6017.0,2026-05-03 09:06:00,DEV0130,9,no_match,1
5746,6018.0,2026-05-03 09:15:00,DEV0245,73,match,0
5747,6019.0,2026-05-03 09:06:00,DEV0060,76,match,0
5748,6021.0,2026-05-03 09:21:00,DEV0370,36,no_match,2
5749,6022.0,2026-05-03 09:52:00,DEV0484,72,match,0
5750,6023.0,2026-05-03 09:13:00,DEV0250,82,match,0
5751,6024.0,2026-05-03 09:27:00,DEV0386,73,match,0
5752,6025.0,2026-05-03 09:58:00,DEV0050,73,match,0
5753,6026.0,2026-05-03 09:34:00,DEV0038,70,match,0
5754,6027.0,2026-05-03 09:05:00,DEV0222,80,match,0
5755,6028.0,2026-05-03 09:19:00,DEV0319,87,match,0
5756,6029.0,2026-05-03 09:11:00,DEV0243,93,match,0
5757,6030.0,2026-05-03 09:34:00,DEV0303,98,match,0
5758,6031.0,2026-05-03 09:52:00,DEV0123,94,match,0
5759,6032.0,2026-05-03 09:57:00,DEV0051,70,match,0
5760,6033.0,2026-05-03 09:34:00,DEV0499,81,match,0
5761,6034.0,2026-05-03 09:35:00,DEV0177,97,match,0
5762,6035.0,2026-05-03 09:52:00,DEV0001,87,match,0
5763,6037.0,2026-05-03 09:18:00,DEV0308,84,match,0
5764,6038.0,2026-05-03 09:30:00,DEV0366,86,match,0
5765,6039.0,2026-05-03 09:42:00,DEV0181,78,match,0
5766,6040.0,2026-05-03 09:46:00,DEV0384,88,match,0
5767,6041.0,2026-05-03 09:58:00,DEV0377,91,match,0
5768,6042.0,2026-05-03 09:28:00,DEV0242,75,match,0
5769,6043.0,2026-05-03 09:06:00,DEV0150,90,match,0
5770,6044.0,2026-05-03 09:05:00,DEV0311,86,match,0
5771,6045.0,2026-05-03 09:43:00,DEV0005,87,match,0
5772,6046.0,2026-05-03 09:41:00,DEV0426,87,match,0
5773,6047.0,2026-05-03 09:47:00,DEV0262,75,match,0
5774,6048.0,2026-05-03 09:15:00,DEV0223,72,match,0
5775,6049.0,2026-05-03 09:21:00,DEV0261,96,match,0
5776,6050.0,2026-05-03 09:19:00,DEV0381,73,match,0
5777,6051.0,2026-05-03 09:52:00,DEV0489,89,match,0
5778,6052.0,2026-05-03 09:16:00,DEV0122,95,match,0
5779,6053.0,2026-05-03 09:01:00,DEV0395,98,match,0
5780,6054.0,2026-05-03 09:27:00,DEV0322,91,match,0
5781,6055.0,2026-05-03 09:01:00,DEV0173,90,match,0
5782,6056.0,2026-05-03 09:30:00,DEV0490,90,match,0
5783,6057.0,2026-05-03 09:06:00,DEV0445,31,error,1
5784,6058.0,2026-05-03 09:05:00,DEV0299,78,match,0
5785,6059.0,2026-05-03 09:45:00,DEV0309,80,match,0
5786,6060.0,2026-05-03 09:48:00,DEV0318,71,match,0
5787,6061.0,2026-05-03 09:19:00,DEV0172,85,match,0
5788,6062.0,2026-05-03 09:20:00,DEV0494,75,match,0
5789,6063.0,2026-05-03 09:41:00,DEV0023,90,match,0
5790,6064.0,2026-05-03 09:08:00,DEV0265,88,match,0
5791,6065.0,2026-05-03 09:49:00,DEV0054,97,match,0
5792,6066.0,2026-05-03 09:22:00,DEV0348,90,match,0
5793,6067.0,2026-05-03 09:22:00,DEV0232,96,match,0
5794,6068.0,2026-05-03 09:12:00,DEV0107,83,match,0
5795,6069.0,2026-05-03 09:00:00,DEV0308,91,match,0
5796,6070.0,2026-05-03 09:46:00,DEV0382,84,match,0
5797,6071.0,2026-05-03 09:41:00,DEV0068,96,match,0
5798,6072.0,2026-05-03 09:45:00,DEV0192,94,match,0
5799,6073.0,2026-05-03 09:27:00,DEV0495,72,match,0
5800,6074.0,2026-05-03 09:36:00,DEV0002,79,match,0
5801,6075.0,2026-05-03 09:25:00,DEV0285,82,match,0
5802,6076.0,2026-05-03 09:23:00,DEV0025,74,match,0
5803,6077.0,2026-05-03 09:32:00,DEV0183,98,match,0
5804,6078.0,2026-05-03 09:38:00,DEV0095,97,match,0
5805,6079.0,2026-05-03 09:51:00,DEV0374,75,match,0
5806,6080.0,2026-05-03 09:40:00,DEV0310,78,match,0
5807,6081.0,2026-05-03 09:05:00,DEV0208,88,match,0
5808,6082.0,2026-05-03 09:52:00,DEV0278,73,match,0
5809,6083.0,2026-05-03 09:22:00,DEV0464,93,match,0
5810,6084.0,2026-05-03 09:02:00,DEV0384,98,match,0
5811,6085.0,2026-05-03 09:38:00,DEV0162,79,match,0
5812,6086.0,2026-05-03 09:17:00,DEV0027,82,match,0
5813,6087.0,2026-05-03 09:11:00,DEV0393,72,match,0
5814,6088.0,2026-05-03 09:50:00,DEV0090,83,match,0
5815,6089.0,2026-05-03 09:39:00,DEV0285,74,match,0
5816,6090.0,2026-05-03 09:24:00,DEV0427,85,match,0
5817,6091.0,2026-05-03 09:51:00,DEV0023,99,match,0
5818,6092.0,2026-05-03 09:32:00,DEV0350,86,match,0
5819,6093.0,2026-05-03 09:02:00,DEV0459,83,match,0
5820,6094.0,2026-05-03 09:31:00,DEV0269,71,match,0
5821,6095.0,2026-05-03 09:37:00,DEV0095,93,match,0
5822,6096.0,2026-05-03 09:07:00,DEV0493,86,match,0
5823,6097.0,2026-05-03 09:51:00,DEV0293,84,match,0
5824,6098.0,2026-05-03 09:16:00,DEV0136,85,match,0
5825,6099.0,2026-05-03 09:13:00,DEV0354,82,match,0
5826,6100.0,2026-05-03 09:24:00,DEV0106,81,match,0
5827,6101.0,2026-05-03 09:04:00,DEV0301,73,match,0
5828,6102.0,2026-05-03 09:12:00,DEV0219,70,match,0
5829,6103.0,2026-05-03 09:40:00,DEV0314,76,match,0
5830,6104.0,2026-05-03 09:43:00,DEV0015,71,match,0
5831,6105.0,2026-05-03 09:42:00,DEV0355,85,match,0
5832,6107.0,2026-05-03 09:54:00,DEV0030,74,match,0
5833,6108.0,2026-05-03 09:01:00,DEV0454,76,match,0
5834,6109.0,2026-05-03 09:55:00,DEV0400,93,match,0
5835,6110.0,2026-05-03 09:53:00,DEV0201,94,match,0
5836,6111.0,2026-05-03 09:02:00,DEV0088,75,match,0
5837,6112.0,2026-05-03 09:26:00,DEV0237,82,match,0
5838,6113.0,2026-05-03 09:00:00,DEV0260,71,match,0
5839,6114.0,2026-05-03 09:12:00,DEV0067,89,match,0
5840,6115.0,2026-05-03 09:32:00,DEV0427,77,match,0
5841,6116.0,2026-05-03 09:27:00,DEV0011,78,match,0
5842,6117.0,2026-05-03 09:51:00,DEV0467,44,no_match,1
5843,6118.0,2026-05-03 09:05:00,DEV0019,80,match,0
5844,6119.0,2026-05-03 09:43:00,DEV0192,92,match,0
5845,6120.0,2026-05-03 09:46:00,DEV0227,88,match,0
5846,6121.0,2026-05-03 09:16:00,DEV0317,81,match,0
5847,6122.0,2026-05-03 09:02:00,DEV0068,92,match,0
5848,6123.0,2026-05-03 09:07:00,DEV0068,95,match,0
5849,6124.0,2026-05-03 09:19:00,DEV0243,72,match,0
5850,6125.0,2026-05-03 09:02:00,DEV0490,77,match,0
5851,6126.0,2026-05-03 09:47:00,DEV0458,80,match,0
5852,6127.0,2026-05-03 09:00:00,DEV0100,84,match,0
5853,6128.0,2026-05-03 09:25:00,DEV0344,83,match,0
5854,6129.0,2026-05-03 09:25:00,DEV0491,71,match,0
5855,6130.0,2026-05-03 09:07:00,DEV0213,89,match,0
5856,6131.0,2026-05-03 09:16:00,DEV0416,85,match,0
5857,6132.0,2026-05-03 09:27:00,DEV0411,95,match,0
5858,6133.0,2026-05-03 09:17:00,DEV0242,92,match,0
5859,6134.0,2026-05-03 09:11:00,DEV0173,55,no_match,2
5860,6135.0,2026-05-03 09:40:00,DEV0019,91,match,0
5861,6136.0,2026-05-03 09:53:00,DEV0399,95,match,0
5862,6137.0,2026-05-03 09:08:00,DEV0233,92,match,0
5863,6138.0,2026-05-03 09:05:00,DEV0359,84,match,0
5864,6140.0,2026-05-03 09:23:00,DEV0306,72,match,0
5865,6141.0,2026-05-03 09:37:00,DEV0203,81,match,0
5866,6142.0,2026-05-03 09:43:00,DEV0325,92,match,0
5867,6143.0,2026-05-03 09:10:00,DEV0245,91,match,0
5868,6144.0,2026-05-03 09:42:00,DEV0151,75,match,0
5869,6145.0,2026-05-03 09:45:00,DEV0035,95,match,0
5870,6146.0,2026-05-03 09:49:00,DEV0399,71,match,0
5871,6147.0,2026-05-03 09:02:00,DEV0446,70,match,0
5872,6148.0,2026-05-03 09:12:00,DEV0077,93,match,0
5873,6149.0,2026-05-03 09:35:00,DEV0385,81,match,0
5874,6150.0,2026-05-03 09:16:00,DEV0135,92,match,0
5875,6151.0,2026-05-03 09:42:00,DEV0156,71,match,0
5876,6152.0,2026-05-03 09:19:00,DEV0346,94,match,0
5877,6153.0,2026-05-03 09:30:00,DEV0158,85,match,0
5878,6154.0,2026-05-03 09:08:00,DEV0160,84,match,0
5879,6155.0,2026-05-03 09:47:00,DEV0449,90,match,0
5880,6156.0,2026-05-03 09:14:00,DEV0391,85,match,0
5881,6157.0,2026-05-03 09:49:00,DEV0328,80,match,0
5882,6158.0,2026-05-03 09:35:00,DEV0247,73,match,0
5883,6159.0,2026-05-03 09:29:00,DEV0094,83,match,0
5884,6160.0,2026-05-03 09:39:00,DEV0133,90,match,0
5885,6161.0,2026-05-03 09:48:00,DEV0445,99,match,0
5886,6163.0,2026-05-03 09:41:00,DEV0401,90,match,0
5887,6164.0,2026-05-03 09:18:00,DEV0406,85,match,0
5888,6165.0,2026-05-03 09:10:00,DEV0422,81,match,0
5889,6166.0,2026-05-03 09:32:00,DEV0301,87,match,0
5890,6167.0,2026-05-03 09:55:00,DEV0175,11,no_match,1
5891,6168.0,2026-05-03 09:42:00,DEV0136,73,match,0
5892,6169.0,2026-05-03 09:32:00,DEV0440,89,match,0
5893,6170.0,2026-05-03 09:07:00,DEV0101,93,match,0
5894,6171.0,2026-05-03 09:51:00,DEV0042,77,match,0
5895,6172.0,2026-05-03 09:42:00,DEV0065,83,match,0
5896,6173.0,2026-05-03 09:54:00,DEV0148,85,match,0
5897,6174.0,2026-05-03 09:47:00,DEV0418,79,match,0
5898,6175.0,2026-05-03 09:35:00,DEV0345,83,match,0
5899,6176.0,2026-05-03 09:55:00,DEV0225,81,match,0
5900,6177.0,2026-05-03 09:51:00,DEV0346,80,match,0
5901,6179.0,2026-05-03 09:56:00,DEV0114,90,match,0
5902,6180.0,2026-05-03 09:38:00,DEV0178,83,match,0
5903,6181.0,2026-05-03 09:29:00,DEV0100,84,match,0
5904,6182.0,2026-05-03 09:18:00,DEV0475,92,match,0
5905,6183.0,2026-05-03 09:43:00,DEV0386,97,match,0
5906,6184.0,2026-05-03 09:33:00,DEV0404,75,match,0
5907,6186.0,2026-05-03 09:24:00,DEV0361,70,match,0
5908,6187.0,2026-05-03 09:48:00,DEV0245,99,match,0
5909,6188.0,2026-05-03 09:00:00,DEV0491,95,match,0
5910,6189.0,2026-05-03 09:15:00,DEV0318,86,match,0
5911,6190.0,2026-05-03 09:56:00,DEV0343,90,match,0
5912,6191.0,2026-05-03 09:45:00,DEV0252,75,match,0
5913,6192.0,2026-05-03 09:50:00,DEV0315,90,match,0
5914,6193.0,2026-05-03 09:22:00,DEV0207,77,match,0
5915,6194.0,2026-05-03 09:47:00,DEV0018,98,match,0
5916,6195.0,2026-05-03 09:09:00,DEV0184,83,match,0
5917,6196.0,2026-05-03 09:12:00,DEV0081,77,match,0
5918,6197.0,2026-05-03 09:19:00,DEV0122,94,match,0
5919,6198.0,2026-05-03 09:07:00,DEV0217,70,match,0
5920,6199.0,2026-05-03 09:04:00,DEV0473,92,match,0
5921,6200.0,2026-05-03 09:37:00,DEV0016,70,match,0
5922,6201.0,2026-05-03 09:04:00,DEV0318,72,match,0
5923,6202.0,2026-05-03 09:27:00,DEV0345,87,match,0
5924,6203.0,2026-05-03 09:50:00,DEV0222,89,match,0
5925,6204.0,2026-05-03 09:28:00,DEV0259,89,match,0
5926,6205.0,2026-05-03 09:15:00,DEV0146,71,match,0
5927,6206.0,2026-05-03 09:57:00,DEV0267,75,match,0
5928,6207.0,2026-05-03 09:53:00,DEV0067,84,match,0
5929,6209.0,2026-05-03 09:27:00,DEV0307,78,match,0
5930,6210.0,2026-05-03 09:52:00,DEV0020,76,match,0
