result_id,candidate_id,qualification_status
4991,4991,not_qualified
4992,4992,qualified
4993,4993,not_qualified
4994,4994,qualified
4995,4995,not_qualified
4996,4996,qualified
4997,4997,not_qualified
4998,4998,not_qualified
4999,4999,qualified
5000,5000,qualified
5001,5001,qualified
5002,5002,qualified
5003,5003,qualified
5004,5004,qualified
5005,5005,qualified
5007,5007,not_qualified
5008,5008,qualified
5009,5009,not_qualified
5010,5010,qualified
5011,5011,qualified
5012,5012,qualified
5013,5013,qualified
5014,5014,not_qualified
5015,5015,qualified
5016,5016,not_qualified
5017,5017,qualified
5018,5018,qualified
5019,5019,not_qualified
5020,5020,not_qualified
5021,5021,qualified
5022,5022,qualified
5023,5023,qualified
5024,5024,qualified
5025,5025,not_qualified
5026,5026,not_qualified
5027,5027,qualified
5028,5028,not_qualified
5029,5029,not_qualified
5030,5030,not_qualified
5031,5031,qualified
5032,5032,qualified
5034,5034,not_qualified
5035,5035,not_qualified
5036,5036,not_qualified
5037,5037,not_qualified
5038,5038,not_qualified
5039,5039,not_qualified
5040,5040,not_qualified
5041,5041,qualified
5042,5042,not_qualified
5043,5043,not_qualified
5044,5044,qualified
5045,5045,not_qualified
5046,5046,qualified
5047,5047,not_qualified
5048,5048,not_qualified
5049,5049,qualified
5050,5050,not_qualified
5051,5051,qualified
5052,5052,qualified
5053,5053,qualified
5054,5054,qualified
5055,5055,qualified
5056,5056,not_qualified
5057,5057,qualified
5058,5058,not_qualified
5059,5059,not_qualified
5060,5060,qualified
5061,5061,not_qualified
5064,5064,qualified
5065,5065,qualified
5066,5066,qualified
5067,5067,qualified
5068,5068,qualified
5069,5069,not_qualified
5070,5070,not_qualified
5072,5072,not_qualified
5073,5073,not_qualified
5074,5074,not_qualified
5075,5075,not_qualified
5076,5076,qualified
5078,5078,not_qualified
5079,5079,not_qualified
5080,5080,qualified
5081,5081,qualified
5082,5082,not_qualified
5083,5083,not_qualified
5084,5084,qualified
5085,5085,qualified
5086,5086,not_qualified
5087,5087,qualified
5088,5088,not_qualified
5089,5089,qualified
5090,5090,qualified
5091,5091,qualified
5092,5092,not_qualified
5093,5093,qualified
5094,5094,not_qualified
5095,5095,qualified
5096,5096,not_qualified
5097,5097,qualified
5098,5098,qualified
5099,5099,qualified
5100,5100,not_qualified
5101,5101,qualified
5102,5102,qualified
5103,5103,not_qualified
5104,5104,qualified
5105,5105,qualified
5106,5106,qualified
5107,5107,qualified
5108,5108,not_qualified
5109,5109,qualified
5110,5110,not_qualified
5111,5111,qualified
5112,5112,qualified
5113,5113,not_qualified
5114,5114,qualified
5115,5115,not_qualified
5116,5116,qualified
5117,5117,not_qualified
5118,5118,qualified
5119,5119,not_qualified
5120,5120,not_qualified
5121,5121,not_qualified
5122,5122,not_qualified
5123,5123,qualified
5124,5124,not_qualified
5125,5125,qualified
5126,5126,not_qualified
5127,5127,qualified
5128,5128,not_qualified
5129,5129,qualified
5130,5130,not_qualified
5131,5131,not_qualified
5132,5132,qualified
5133,5133,qualified
5134,5134,not_qualified
5135,5135,not_qualified
5136,5136,qualified
5137,5137,not_qualified
5138,5138,not_qualified
5139,5139,not_qualified
5140,5140,not_qualified
5141,5141,qualified
5142,5142,qualified
5143,5143,not_qualified
5144,5144,qualified
5145,5145,not_qualified
5146,5146,qualified
5147,5147,qualified
5148,5148,qualified
5149,5149,not_qualified
5150,5150,qualified
5151,5151,not_qualified
5152,5152,qualified
5153,5153,qualified
5154,5154,not_qualified
5155,5155,not_qualified
5156,5156,qualified
5157,5157,not_qualified
5158,5158,qualified
5160,5160,qualified
5161,5161,not_qualified
5162,5162,not_qualified
5163,5163,not_qualified
5165,5165,qualified
5166,5166,qualified
5167,5167,qualified
5168,5168,not_qualified
5169,5169,not_qualified
5170,5170,qualified
5171,5171,not_qualified
5172,5172,qualified
5173,5173,not_qualified
5174,5174,qualified
5175,5175,qualified
5176,5176,qualified
5177,5177,qualified
5178,5178,not_qualified
5179,5179,qualified
5180,5180,not_qualified
5181,5181,qualified
5182,5182,not_qualified
5183,5183,not_qualified
5184,5184,qualified
5185,5185,not_qualified
5186,5186,not_qualified
5187,5187,qualified
5188,5188,qualified
5189,5189,qualified
5190,5190,not_qualified
5191,5191,not_qualified
5192,5192,not_qualified
5193,5193,qualified
5194,5194,not_qualified
5195,5195,qualified
5196,5196,qualified
5197,5197,qualified
5198,5198,qualified
5199,5199,not_qualified
5200,5200,qualified
5201,5201,not_qualified
5202,5202,qualified
5203,5203,qualified
5204,5204,qualified
5205,5205,qualified
5206,5206,not_qualified
5207,5207,qualified
5208,5208,not_qualified
5209,5209,qualified
5210,5210,not_qualified
5211,5211,qualified
5212,5212,qualified
5213,5213,qualified
5214,5214,qualified
5215,5215,qualified
5216,5216,not_qualified
5217,5217,not_qualified
5218,5218,not_qualified
5219,5219,qualified
5220,5220,not_qualified
5221,5221,qualified
5223,5223,qualified
5224,5224,qualified
5225,5225,qualified
5226,5226,qualified
5227,5227,not_qualified
5228,5228,qualified
5229,5229,not_qualified
5230,5230,qualified
5231,5231,not_qualified
5232,5232,qualified
5233,5233,not_qualified
5234,5234,not_qualified
5235,5235,qualified
5236,5236,not_qualified
5237,5237,qualified
5238,5238,not_qualified
5239,5239,qualified
5241,5241,qualified
5242,5242,not_qualified
5243,5243,not_qualified
5244,5244,qualified
5245,5245,qualified
5246,5246,qualified
5247,5247,not_qualified
5248,5248,qualified
5249,5249,not_qualified
5251,5251,qualified
5252,5252,qualified
5253,5253,not_qualified
5254,5254,not_qualified
5255,5255,qualified
5256,5256,qualified
5257,5257,qualified
5258,5258,qualified
5259,5259,not_qualified
5260,5260,qualified
5261,5261,qualified
5262,5262,not_qualified
5263,5263,qualified
5264,5264,not_qualified
5265,5265,not_qualified
5266,5266,not_qualified
5267,5267,not_qualified
5268,5268,not_qualified
5269,5269,not_qualified
5270,5270,not_qualified
5271,5271,not_qualified
5272,5272,not_qualified
5273,5273,not_qualified
5274,5274,not_qualified
5275,5275,qualified
5276,5276,not_qualified
5277,5277,not_qualified
5278,5278,qualified
5279,5279,not_qualified
5280,5280,qualified
5281,5281,not_qualified
5282,5282,qualified
5283,5283,qualified
5284,5284,qualified
5285,5285,qualified
5286,5286,qualified
5287,5287,not_qualified
5288,5288,qualified
5289,5289,qualified
5291,5291,qualified
5292,5292,qualified
5293,5293,qualified
5294,5294,not_qualified
5295,5295,qualified
5296,5296,not_qualified
5297,5297,not_qualified
5298,5298,not_qualified
5299,5299,qualified
5300,5300,qualified
5301,5301,qualified
5302,5302,qualified
5305,5305,qualified
5306,5306,qualified
5308,5308,qualified
5309,5309,qualified
5310,5310,qualified
5311,5311,qualified
5312,5312,qualified
5313,5313,not_qualified
5314,5314,not_qualified
5315,5315,qualified
5316,5316,not_qualified
5317,5317,not_qualified
5318,5318,qualified
5319,5319,not_qualified
5320,5320,not_qualified
5321,5321,qualified
5322,5322,qualified
5323,5323,not_qualified
5324,5324,qualified
5325,5325,qualified
5326,5326,not_qualified
5327,5327,not_qualified
5328,5328,not_qualified
5329,5329,qualified
5330,5330,not_qualified
5331,5331,qualified
5332,5332,qualified
5333,5333,qualified
5334,5334,qualified
5335,5335,not_qualified
5336,5336,qualified
5337,5337,qualified
5338,5338,not_qualified
5339,5339,not_qualified
5340,5340,qualified
5341,5341,qualified
5342,5342,qualified
5343,5343,not_qualified
5344,5344,not_qualified
5345,5345,not_qualified
5346,5346,qualified
5347,5347,qualified
5348,5348,qualified
5349,5349,qualified
5350,5350,qualified
5351,5351,qualified
5352,5352,qualified
5353,5353,not_qualified
5355,5355,qualified
5356,5356,qualified
5357,5357,not_qualified
5358,5358,qualified
5359,5359,qualified
5361,5361,not_qualified
5362,5362,qualified
5363,5363,qualified
5364,5364,not_qualified
5365,5365,not_qualified
5366,5366,not_qualified
5367,5367,not_qualified
5368,5368,not_qualified
5369,5369,not_qualified
5370,5370,not_qualified
5371,5371,not_qualified
5372,5372,not_qualified
5373,5373,not_qualified
5374,5374,not_qualified
5375,5375,not_qualified
5376,5376,not_qualified
5377,5377,qualified
5378,5378,qualified
5379,5379,qualified
5381,5381,not_qualified
5382,5382,qualified
5383,5383,not_qualified
5384,5384,not_qualified
5385,5385,not_qualified
5386,5386,qualified
5388,5388,not_qualified
5389,5389,not_qualified
5390,5390,not_qualified
5391,5391,qualified
5392,5392,not_qualified
5393,5393,not_qualified
5394,5394,not_qualified
5395,5395,qualified
5396,5396,qualified
5397,5397,not_qualified
5398,5398,qualified
5399,5399,qualified
5400,5400,not_qualified
5401,5401,not_qualified
5402,5402,not_qualified
5403,5403,qualified
5404,5404,qualified
5405,5405,not_qualified
5406,5406,qualified
5407,5407,qualified
5408,5408,qualified
5409,5409,not_qualified
5410,5410,qualified
5411,5411,qualified
5412,5412,not_qualified
5413,5413,not_qualified
5414,5414,qualified
5415,5415,qualified
5416,5416,not_qualified
5417,5417,qualified
5418,5418,not_qualified
5420,5420,not_qualified
5421,5421,qualified
5422,5422,not_qualified
5424,5424,not_qualified
5425,5425,not_qualified
5426,5426,not_qualified
5427,5427,not_qualified
5428,5428,not_qualified
5429,5429,qualified
5430,5430,not_qualified
5431,5431,not_qualified
5432,5432,not_qualified
5433,5433,not_qualified
5434,5434,qualified
5435,5435,not_qualified
5436,5436,not_qualified
5437,5437,not_qualified
5438,5438,qualified
5439,5439,not_qualified
5440,5440,not_qualified
5441,5441,not_qualified
5442,5442,qualified
5443,5443,not_qualified
5444,5444,qualified
5445,5445,not_qualified
5446,5446,qualified
5447,5447,qualified
5448,5448,not_qualified
5449,5449,qualified
5450,5450,not_qualified
5451,5451,not_qualified
5452,5452,not_qualified
5453,5453,not_qualified
5454,5454,qualified
5455,5455,not_qualified
5456,5456,not_qualified
5457,5457,not_qualified
5458,5458,not_qualified
5459,5459,not_qualified
5461,5461,not_qualified
5462,5462,qualified
5463,5463,not_qualified
5464,5464,not_qualified
5465,5465,not_qualified
5466,5466,qualified
5467,5467,qualified
5468,5468,not_qualified
5469,5469,not_qualified
5471,5471,qualified
5472,5472,qualified
5473,5473,not_qualified
5474,5474,qualified
5475,5475,qualified
5476,5476,qualified
5477,5477,qualified
5478,5478,not_qualified
5479,5479,qualified
5481,5481,qualified
5482,5482,qualified
5483,5483,qualified
5484,5484,not_qualified
5486,5486,not_qualified
5487,5487,qualified
5488,5488,not_qualified
5489,5489,qualified
5490,5490,qualified
5491,5491,qualified
5492,5492,not_qualified
5493,5493,qualified
5494,5494,not_qualified
5495,5495,not_qualified
5496,5496,not_qualified
5497,5497,qualified
5498,5498,qualified
5499,5499,not_qualified
5500,5500,not_qualified
5501,5501,not_qualified
5502,5502,not_qualified
5503,5503,qualified
5504,5504,qualified
5505,5505,not_qualified
5506,5506,qualified
5507,5507,qualified
5508,5508,not_qualified
5509,5509,not_qualified
5510,5510,qualified
5511,5511,qualified
5512,5512,qualified
5513,5513,not_qualified
5514,5514,qualified
5515,5515,not_qualified
5516,5516,not_qualified
5517,5517,not_qualified
5518,5518,qualified
5519,5519,not_qualified
5521,5521,not_qualified
5522,5522,not_qualified
5523,5523,not_qualified
5524,5524,qualified
5525,5525,qualified
5526,5526,qualified
5527,5527,qualified
5528,5528,qualified
5529,5529,qualified
5530,5530,qualified
5531,5531,qualified
5532,5532,not_qualified
5533,5533,not_qualified
5534,5534,qualified
5535,5535,not_qualified
5536,5536,qualified
5537,5537,not_qualified
5538,5538,not_qualified
5539,5539,qualified
5540,5540,not_qualified
5541,5541,not_qualified
5542,5542,not_qualified
5543,5543,qualified
5544,5544,qualified
5545,5545,not_qualified
5546,5546,qualified
5547,5547,qualified
5548,5548,qualified
5549,5549,qualified
5550,5550,qualified
5551,5551,qualified
5552,5552,not_qualified
5553,5553,qualified
5554,5554,not_qualified
5555,5555,qualified
5556,5556,qualified
5557,5557,qualified
5558,5558,qualified
5559,5559,qualified
5560,5560,not_qualified
5562,5562,not_qualified
5563,5563,qualified
5564,5564,qualified
5565,5565,qualified
5566,5566,qualified
5567,5567,qualified
5568,5568,qualified
5569,5569,qualified
5570,5570,not_qualified
5571,5571,qualified
5572,5572,not_qualified
5573,5573,qualified
5574,5574,qualified
5575,5575,qualified
5576,5576,not_qualified
5577,5577,not_qualified
5578,5578,not_qualified
5579,5579,qualified
5580,5580,not_qualified
5581,5581,not_qualified
5582,5582,qualified
5583,5583,not_qualified
5584,5584,not_qualified
5585,5585,not_qualified
5586,5586,not_qualified
5587,5587,not_qualified
5588,5588,qualified
5589,5589,qualified
5590,5590,not_qualified
5591,5591,qualified
5592,5592,not_qualified
5593,5593,qualified
5594,5594,not_qualified
5595,5595,qualified
5596,5596,qualified
5597,5597,qualified
5598,5598,not_qualified
5599,5599,qualified
5600,5600,qualified
5601,5601,not_qualified
5602,5602,not_qualified
5603,5603,not_qualified
5604,5604,qualified
5605,5605,qualified
5606,5606,not_qualified
5607,5607,qualified
5608,5608,qualified
5609,5609,qualified
5610,5610,qualified
5611,5611,qualified
5612,5612,not_qualified
5613,5613,qualified
5614,5614,not_qualified
5616,5616,qualified
5617,5617,qualified
5618,5618,not_qualified
5619,5619,not_qualified
5620,5620,not_qualified
5621,5621,qualified
5622,5622,not_qualified
5623,5623,qualified
5624,5624,qualified
5625,5625,qualified
5626,5626,qualified
5627,5627,not_qualified
5628,5628,not_qualified
5629,5629,qualified
5630,5630,not_qualified
5631,5631,qualified
5632,5632,qualified
5633,5633,qualified
5634,5634,qualified
5636,5636,qualified
5637,5637,qualified
5638,5638,not_qualified
5639,5639,not_qualified
5640,5640,not_qualified
5641,5641,not_qualified
5642,5642,not_qualified
5643,5643,not_qualified
5644,5644,qualified
5645,5645,qualified
5646,5646,qualified
5647,5647,qualified
5648,5648,qualified
5649,5649,qualified
5650,5650,not_qualified
5651,5651,qualified
5652,5652,qualified
5653,5653,not_qualified
5654,5654,not_qualified
5655,5655,not_qualified
5656,5656,not_qualified
5657,5657,not_qualified
5658,5658,qualified
5659,5659,not_qualified
5660,5660,qualified
5661,5661,qualified
5662,5662,not_qualified
5663,5663,not_qualified
5664,5664,not_qualified
5665,5665,not_qualified
5666,5666,not_qualified
5667,5667,not_qualified
5668,5668,not_qualified
5669,5669,not_qualified
5671,5671,not_qualified
5672,5672,not_qualified
5673,5673,qualified
5674,5674,not_qualified
5675,5675,not_qualified
5676,5676,not_qualified
5677,5677,qualified
5678,5678,qualified
5679,5679,qualified
5680,5680,qualified
5681,5681,qualified
5682,5682,qualified
5683,5683,not_qualified
5685,5685,not_qualified
5686,5686,qualified
5687,5687,not_qualified
5688,5688,not_qualified
5689,5689,not_qualified
5691,5691,qualified
5692,5692,not_qualified
5693,5693,not_qualified
5694,5694,not_qualified
5695,5695,not_qualified
5696,5696,qualified
5697,5697,qualified
5698,5698,qualified
5699,5699,qualified
5700,5700,not_qualified
5702,5702,qualified
5703,5703,not_qualified
5704,5704,qualified
5705,5705,not_qualified
5706,5706,qualified
5707,5707,not_qualified
5708,5708,qualified
5709,5709,qualified
5710,5710,not_qualified
5711,5711,qualified
5712,5712,not_qualified
5713,5713,not_qualified
5715,5715,not_qualified
5716,5716,not_qualified
5717,5717,qualified
5718,5718,qualified
5719,5719,qualified
5720,5720,not_qualified
5722,5722,qualified
5723,5723,not_qualified
5724,5724,not_qualified
5725,5725,qualified
5726,5726,not_qualified
5727,5727,qualified
5729,5729,qualified
5730,5730,qualified
5731,5731,qualified
5732,5732,not_qualified
5733,5733,not_qualified
5734,5734,qualified
5736,5736,qualified
5737,5737,qualified
5738,5738,qualified
5739,5739,qualified
5740,5740,qualified
5741,5741,qualified
5742,5742,qualified
5743,5743,not_qualified
5744,5744,qualified
5745,5745,not_qualified
5746,5746,not_qualified
5747,5747,qualified
5748,5748,qualified
5749,5749,not_qualified
5750,5750,not_qualified
5751,5751,qualified
5752,5752,not_qualified
5753,5753,qualified
5754,5754,not_qualified
5755,5755,not_qualified
5756,5756,qualified
5757,5757,not_qualified
5758,5758,qualified
5759,5759,qualified
5761,5761,qualified
5762,5762,qualified
5763,5763,qualified
5764,5764,not_qualified
5765,5765,not_qualified
5766,5766,not_qualified
5767,5767,not_qualified
5768,5768,qualified
5769,5769,qualified
5771,5771,qualified
5772,5772,not_qualified
5773,5773,not_qualified
5774,5774,not_qualified
5775,5775,not_qualified
5776,5776,not_qualified
5777,5777,qualified
5778,5778,not_qualified
5779,5779,qualified
5780,5780,qualified
5781,5781,qualified
5782,5782,not_qualified
5783,5783,qualified
5784,5784,qualified
5785,5785,qualified
5786,5786,qualified
5787,5787,qualified
5788,5788,qualified
5789,5789,qualified
5790,5790,qualified
5791,5791,qualified
5793,5793,not_qualified
5794,5794,qualified
5795,5795,qualified
5796,5796,qualified
5797,5797,not_qualified
5798,5798,not_qualified
5799,5799,qualified
5800,5800,not_qualified
5802,5802,qualified
5803,5803,not_qualified
5804,5804,qualified
5805,5805,not_qualified
5806,5806,not_qualified
5807,5807,qualified
5808,5808,qualified
5809,5809,qualified
5810,5810,not_qualified
5811,5811,not_qualified
5812,5812,qualified
5813,5813,qualified
5814,5814,not_qualified
5815,5815,qualified
5816,5816,not_qualified
5817,5817,qualified
5818,5818,not_qualified
5820,5820,qualified
5821,5821,not_qualified
5823,5823,qualified
5824,5824,qualified
5825,5825,not_qualified
5826,5826,qualified
5827,5827,not_qualified
5828,5828,qualified
5829,5829,not_qualified
5830,5830,qualified
5831,5831,not_qualified
5832,5832,qualified
5833,5833,qualified
5834,5834,not_qualified
5835,5835,qualified
5836,5836,qualified
5837,5837,not_qualified
5838,5838,not_qualified
5839,5839,not_qualified
5840,5840,not_qualified
5841,5841,qualified
5842,5842,not_qualified
5843,5843,not_qualified
5844,5844,not_qualified
5845,5845,qualified
5846,5846,qualified
5847,5847,not_qualified
5849,5849,qualified
5850,5850,not_qualified
5851,5851,not_qualified
5852,5852,qualified
5853,5853,qualified
5854,5854,not_qualified
5855,5855,not_qualified
5856,5856,qualified
5857,5857,qualified
5858,5858,not_qualified
5859,5859,qualified
5860,5860,qualified
5861,5861,qualified
5862,5862,not_qualified
5863,5863,not_qualified
5864,5864,not_qualified
5865,5865,not_qualified
5866,5866,qualified
5867,5867,not_qualified
5868,5868,qualified
5869,5869,not_qualified
5870,5870,not_qualified
5872,5872,qualified
5873,5873,qualified
5874,5874,qualified
5875,5875,qualified
5876,5876,not_qualified
5877,5877,qualified
5878,5878,not_qualified
5879,5879,qualified
5880,5880,not_qualified
5881,5881,qualified
5882,5882,qualified
5883,5883,not_qualified
5884,5884,not_qualified
5885,5885,qualified
5886,5886,not_qualified
5887,5887,not_qualified
5888,5888,qualified
5889,5889,not_qualified
5890,5890,qualified
5891,5891,not_qualified
5892,5892,qualified
5893,5893,qualified
5894,5894,qualified
5895,5895,qualified
5896,5896,not_qualified
5898,5898,not_qualified
5899,5899,qualified
5900,5900,not_qualified
5901,5901,not_qualified
5902,5902,qualified
5903,5903,not_qualified
5904,5904,qualified
5905,5905,qualified
5906,5906,not_qualified
5909,5909,qualified
5910,5910,qualified
5911,5911,qualified
5912,5912,qualified
5913,5913,not_qualified
5914,5914,qualified
5915,5915,not_qualified
5916,5916,not_qualified
5917,5917,qualified
5918,5918,qualified
5919,5919,qualified
5920,5920,not_qualified
5921,5921,not_qualified
5922,5922,not_qualified
5923,5923,qualified
5924,5924,not_qualified
5925,5925,not_qualified
5926,5926,qualified
5927,5927,not_qualified
5928,5928,not_qualified
5929,5929,qualified
5930,5930,not_qualified
5931,5931,qualified
5932,5932,qualified
5933,5933,qualified
5934,5934,qualified
5935,5935,qualified
5936,5936,not_qualified
5937,5937,not_qualified
5938,5938,qualified
5939,5939,qualified
5940,5940,qualified
5941,5941,not_qualified
5942,5942,not_qualified
5943,5943,not_qualified
5944,5944,qualified
5945,5945,not_qualified
5946,5946,qualified
5947,5947,qualified
5948,5948,not_qualified
5949,5949,not_qualified
5950,5950,not_qualified
5951,5951,not_qualified
5952,5952,qualified
5953,5953,not_qualified
5954,5954,not_qualified
5955,5955,qualified
5957,5957,not_qualified
5958,5958,qualified
5959,5959,not_qualified
5960,5960,not_qualified
5961,5961,not_qualified
5962,5962,qualified
5963,5963,not_qualified
5964,5964,not_qualified
5965,5965,not_qualified
5966,5966,not_qualified
5967,5967,not_qualified
5968,5968,qualified
5969,5969,not_qualified
5970,5970,not_qualified
5971,5971,qualified
5972,5972,qualified
5973,5973,not_qualified
5974,5974,qualified
5975,5975,qualified
5976,5976,not_qualified
5977,5977,qualified
5978,5978,qualified
5979,5979,qualified
5980,5980,not_qualified
5981,5981,not_qualified
5982,5982,not_qualified
5983,5983,not_qualified
5984,5984,qualified
5985,5985,not_qualified
5986,5986,qualified
5987,5987,qualified
5988,5988,not_qualified
5989,5989,not_qualified
5990,5990,not_qualified
5991,5991,qualified
5992,5992,not_qualified
5993,5993,qualified
5994,5994,qualified
5995,5995,not_qualified
5996,5996,qualified
5997,5997,not_qualified
5998,5998,not_qualified
5999,5999,not_qualified
6000,6000,not_qualified
6001,6001,not_qualified
6002,6002,not_qualified
6003,6003,not_qualified
6004,6004,not_qualified
6005,6005,qualified
6006,6006,qualified
6007,6007,not_qualified
6008,6008,not_qualified
6009,6009,not_qualified
6010,6010,not_qualified
6011,6011,not_qualified
6012,6012,qualified
6013,6013,qualified
6014,6014,qualified
6015,6015,not_qualified
6016,6016,qualified
6017,6017,qualified
6018,6018,not_qualified
6019,6019,qualified
6021,6021,not_qualified
6022,6022,not_qualified
6023,6023,not_qualified
6024,6024,not_qualified
6025,6025,qualified
6026,6026,not_qualified
6027,6027,not_qualified
6028,6028,not_qualified
6029,6029,qualified
6030,6030,not_qualified
6031,6031,not_qualified
6032,6032,qualified
6033,6033,not_qualified
6034,6034,qualified
6035,6035,qualified
6037,6037,not_qualified
6038,6038,qualified
6039,6039,qualified
6040,6040,not_qualified
6041,6041,not_qualified
6042,6042,qualified
6043,6043,not_qualified
6044,6044,qualified
6045,6045,not_qualified
6046,6046,not_qualified
6047,6047,qualified
6048,6048,not_qualified
6049,6049,not_qualified
6050,6050,qualified
6051,6051,qualified
6052,6052,qualified
6053,6053,qualified
6054,6054,not_qualified
6055,6055,qualified
6056,6056,qualified
6057,6057,qualified
6058,6058,not_qualified
6059,6059,qualified
6060,6060,not_qualified
6061,6061,qualified
6062,6062,not_qualified
6063,6063,not_qualified
6064,6064,qualified
6065,6065,not_qualified
6066,6066,not_qualified
6067,6067,not_qualified
6068,6068,qualified
6069,6069,not_qualified
6070,6070,not_qualified
6071,6071,not_qualified
6072,6072,qualified
6073,6073,not_qualified
6074,6074,not_qualified
6075,6075,not_qualified
6076,6076,qualified
6077,6077,qualified
6078,6078,not_qualified
6079,6079,qualified
6080,6080,qualified
6081,6081,not_qualified
6082,6082,qualified
6083,6083,qualified
6084,6084,qualified
6085,6085,not_qualified
6086,6086,qualified
6087,6087,qualified
6088,6088,not_qualified
6089,6089,qualified
6090,6090,not_qualified
6091,6091,qualified
6092,6092,not_qualified
6093,6093,qualified
6094,6094,qualified
6095,6095,qualified
6096,6096,not_qualified
6097,6097,not_qualified
6098,6098,qualified
6099,6099,not_qualified
6100,6100,not_qualified
6101,6101,qualified
6102,6102,qualified
6103,6103,not_qualified
6104,6104,not_qualified
6105,6105,qualified
6107,6107,not_qualified
6108,6108,not_qualified
6109,6109,not_qualified
6110,6110,qualified
6111,6111,qualified
6112,6112,qualified
6113,6113,not_qualified
6114,6114,qualified
6115,6115,not_qualified
6116,6116,not_qualified
6117,6117,not_qualified
6118,6118,not_qualified
6119,6119,qualified
6120,6120,not_qualified
6121,6121,not_qualified
6122,6122,not_qualified
6123,6123,not_qualified
6124,6124,qualified
6125,6125,qualified
6126,6126,not_qualified
6127,6127,qualified
6128,6128,qualified
6129,6129,not_qualified
6130,6130,not_qualified
6131,6131,not_qualified
6132,6132,not_qualified
6133,6133,not_qualified
6134,6134,qualified
6135,6135,qualified
6136,6136,not_qualified
6137,6137,qualified
6138,6138,qualified
6140,6140,not_qualified
6141,6141,not_qualified
6142,6142,qualified
6143,6143,not_qualified
6144,6144,not_qualified
6145,6145,qualified
6146,6146,qualified
6147,6147,qualified
6148,6148,qualified
6149,6149,qualified
6150,6150,not_qualified
6151,6151,qualified
6152,6152,not_qualified
6153,6153,qualified
6154,6154,qualified
6155,6155,qualified
6156,6156,not_qualified
6157,6157,not_qualified
6158,6158,qualified
6159,6159,qualified
6160,6160,qualified
6161,6161,not_qualified
6163,6163,qualified
6164,6164,qualified
6165,6165,qualified
6166,6166,qualified
6167,6167,qualified
6168,6168,not_qualified
6169,6169,not_qualified
6170,6170,not_qualified
6171,6171,not_qualified
6172,6172,qualified
6173,6173,not_qualified
6174,6174,not_qualified
6175,6175,qualified
6176,6176,not_qualified
6177,6177,qualified
6179,6179,not_qualified
6180,6180,qualified
6181,6181,not_qualified
6182,6182,not_qualified
6183,6183,not_qualified
6184,6184,not_qualified
6186,6186,not_qualified
6187,6187,qualified
6188,6188,qualified
6189,6189,not_qualified
6190,6190,qualified
6191,6191,qualified
6192,6192,not_qualified
6193,6193,not_qualified
6194,6194,not_qualified
6195,6195,not_qualified
6196,6196,qualified
6197,6197,not_qualified
6198,6198,qualified
6199,6199,qualified
6200,6200,not_qualified
6201,6201,qualified
6202,6202,not_qualified
6203,6203,not_qualified
6204,6204,qualified
6205,6205,qualified
6206,6206,not_qualified
6207,6207,not_qualified
6209,6209,qualified
6210,6210,qualified
6211,6211,not_qualified
6212,6212,qualified
6213,6213,qualified
6214,6214,qualified
6215,6215,qualified
6216,6216,qualified
6217,6217,qualified
6218,6218,qualified
6219,6219,qualified
6220,6220,not_qualified
6222,6222,qualified
6223,6223,not_qualified
6224,6224,not_qualified
6225,6225,not_qualified
6226,6226,qualified
6227,6227,qualified
6228,6228,qualified
6229,6229,qualified
6230,6230,not_qualified
6231,6231,not_qualified
6232,6232,not_qualified
6233,6233,qualified
6234,6234,qualified
6235,6235,qualified
6236,6236,qualified
6237,6237,qualified
6238,6238,qualified
6239,6239,not_qualified
6241,6241,not_qualified
6242,6242,qualified
6243,6243,qualified
6244,6244,qualified
6245,6245,qualified
6246,6246,not_qualified
6247,6247,qualified
6248,6248,not_qualified
6249,6249,not_qualified
6250,6250,not_qualified
6251,6251,not_qualified
6252,6252,not_qualified
6253,6253,not_qualified
6254,6254,qualified
6255,6255,not_qualified
6256,6256,not_qualified
6257,6257,qualified
6258,6258,not_qualified
6259,6259,not_qualified
6260,6260,qualified
6261,6261,qualified
6263,6263,qualified
6264,6264,qualified
6265,6265,qualified
6266,6266,not_qualified
6267,6267,qualified
6268,6268,not_qualified
6269,6269,qualified
6270,6270,qualified
6271,6271,qualified
6272,6272,qualified
6273,6273,qualified
6274,6274,not_qualified
6275,6275,qualified
6276,6276,not_qualified
6277,6277,qualified
6278,6278,qualified
6279,6279,qualified
6280,6280,qualified
6282,6282,not_qualified
6283,6283,qualified
6284,6284,not_qualified
6285,6285,not_qualified
6286,6286,not_qualified
6287,6287,qualified
6288,6288,qualified
6289,6289,qualified
6290,6290,not_qualified
6291,6291,not_qualified
6292,6292,not_qualified
6293,6293,not_qualified
6294,6294,qualified
6295,6295,qualified
6296,6296,not_qualified
6297,6297,not_qualified
6298,6298,not_qualified
6299,6299,qualified
6300,6300,qualified
6301,6301,not_qualified
6302,6302,not_qualified
6303,6303,qualified
6304,6304,qualified
6305,6305,not_qualified
6306,6306,not_qualified
6307,6307,not_qualified
6308,6308,not_qualified
6309,6309,qualified
6310,6310,qualified
6311,6311,qualified
6312,6312,qualified
6313,6313,not_qualified
6314,6314,not_qualified
6315,6315,not_qualified
6316,6316,not_qualified
6317,6317,qualified
6318,6318,not_qualified
6319,6319,qualified
6320,6320,not_qualified
6321,6321,qualified
6322,6322,not_qualified
6323,6323,qualified
6324,6324,qualified
6325,6325,not_qualified
