seat_id,room_id,seat_row,seat_column,seat_number
9323,316,4,5,S023
9324,316,4,6,S024
9325,316,5,1,S025
9326,316,5,2,S026
9327,316,5,3,S027
9328,316,5,4,S028
9329,316,5,5,S029
9330,316,5,6,S030
9331,317,1,1,S001
9332,317,1,2,S002
9333,317,1,3,S003
9334,317,1,4,S004
9335,317,1,5,S005
9336,317,1,6,S006
9337,317,2,1,S007
9338,317,2,2,S008
9339,317,2,3,S009
9340,317,2,4,S010
9341,317,2,5,S011
9342,317,2,6,S012
9343,317,3,1,S013
9344,317,3,2,S014
9345,317,3,3,S015
9346,317,3,4,S016
9347,317,3,5,S017
9348,317,3,6,S018
9349,317,4,1,S019
9350,317,4,2,S020
9351,317,4,3,S021
9352,317,4,4,S022
9353,317,4,5,S023
9354,317,4,6,S024
9355,317,5,1,S025
9356,318,1,1,S001
9357,318,1,2,S002
9358,318,1,3,S003
9359,318,1,4,S004
9360,318,1,5,S005
9361,318,1,6,S006
9362,318,2,1,S007
9363,318,2,2,S008
9364,318,2,3,S009
9365,318,2,4,S010
9366,318,2,5,S011
9367,318,2,6,S012
9368,318,3,1,S013
9369,318,3,2,S014
9370,318,3,3,S015
9371,318,3,4,S016
9372,318,3,5,S017
9373,318,3,6,S018
9374,318,4,1,S019
9375,318,4,2,S020
9376,318,4,3,S021
9377,318,4,4,S022
9378,318,4,5,S023
9379,318,4,6,S024
9380,318,5,1,S025
9381,319,1,1,S001
9382,319,1,2,S002
9383,319,1,3,S003
9384,319,1,4,S004
9385,319,1,5,S005
9386,319,1,6,S006
9387,319,2,1,S007
9388,319,2,2,S008
9389,319,2,3,S009
9390,319,2,4,S010
9391,319,2,5,S011
9392,319,2,6,S012
9393,319,3,1,S013
9394,319,3,2,S014
9395,319,3,3,S015
9396,319,3,4,S016
9397,319,3,5,S017
9398,319,3,6,S018
9399,319,4,1,S019
9400,319,4,2,S020
9401,319,4,3,S021
9402,319,4,4,S022
9403,319,4,5,S023
9404,319,4,6,S024
9405,319,5,1,S025
9406,319,5,2,S026
9407,319,5,3,S027
9408,319,5,4,S028
9409,319,5,5,S029
9410,319,5,6,S030
9411,319,6,1,S031
9412,319,6,2,S032
9413,319,6,3,S033
9414,319,6,4,S034
9415,319,6,5,S035
9416,320,1,1,S001
9417,320,1,2,S002
9418,320,1,3,S003
9419,320,1,4,S004
9420,320,1,5,S005
9421,320,1,6,S006
9422,320,2,1,S007
9423,320,2,2,S008
9424,320,2,3,S009
9425,320,2,4,S010
9426,320,2,5,S011
9427,320,2,6,S012
9428,320,3,1,S013
9429,320,3,2,S014
9430,320,3,3,S015
9431,320,3,4,S016
9432,320,3,5,S017
9433,320,3,6,S018
9434,320,4,1,S019
9435,320,4,2,S020
9436,320,4,3,S021
9437,320,4,4,S022
9438,320,4,5,S023
9439,320,4,6,S024
9440,320,5,1,S025
9441,320,5,2,S026
9442,320,5,3,S027
9443,320,5,4,S028
9444,320,5,5,S029
9445,320,5,6,S030
9446,321,1,1,S001
9447,321,1,2,S002
9448,321,1,3,S003
9449,321,1,4,S004
9450,321,1,5,S005
9451,321,1,6,S006
9452,321,2,1,S007
9453,321,2,2,S008
9454,321,2,3,S009
9455,321,2,4,S010
9456,321,2,5,S011
9457,321,2,6,S012
9458,321,3,1,S013
9459,321,3,2,S014
9460,321,3,3,S015
9461,321,3,4,S016
9462,321,3,5,S017
9463,321,3,6,S018
9464,321,4,1,S019
9465,321,4,2,S020
9466,321,4,3,S021
9467,321,4,4,S022
9468,321,4,5,S023
9469,321,4,6,S024
9470,321,5,1,S025
9471,321,5,2,S026
9472,321,5,3,S027
9473,321,5,4,S028
9474,321,5,5,S029
9475,321,5,6,S030
9476,321,6,1,S031
9477,321,6,2,S032
9478,321,6,3,S033
9479,321,6,4,S034
9480,321,6,5,S035
9481,322,1,1,S001
9482,322,1,2,S002
9483,322,1,3,S003
9484,322,1,4,S004
9485,322,1,5,S005
9486,322,1,6,S006
9487,322,2,1,S007
9488,322,2,2,S008
9489,322,2,3,S009
9490,322,2,4,S010
9491,322,2,5,S011
9492,322,2,6,S012
9493,322,3,1,S013
9494,322,3,2,S014
9495,322,3,3,S015
9496,322,3,4,S016
9497,322,3,5,S017
9498,322,3,6,S018
9499,322,4,1,S019
9500,322,4,2,S020
9501,322,4,3,S021
9502,322,4,4,S022
9503,322,4,5,S023
9504,322,4,6,S024
9505,322,5,1,S025
9506,323,1,1,S001
9507,323,1,2,S002
9508,323,1,3,S003
9509,323,1,4,S004
9510,323,1,5,S005
9511,323,1,6,S006
9512,323,2,1,S007
9513,323,2,2,S008
9514,323,2,3,S009
9515,323,2,4,S010
9516,323,2,5,S011
9517,323,2,6,S012
9518,323,3,1,S013
9519,323,3,2,S014
9520,323,3,3,S015
9521,323,3,4,S016
9522,323,3,5,S017
9523,323,3,6,S018
9524,323,4,1,S019
9525,323,4,2,S020
9526,323,4,3,S021
9527,323,4,4,S022
9528,323,4,5,S023
9529,323,4,6,S024
9530,323,5,1,S025
9531,323,5,2,S026
9532,323,5,3,S027
9533,323,5,4,S028
9534,323,5,5,S029
9535,323,5,6,S030
9536,324,1,1,S001
9537,324,1,2,S002
9538,324,1,3,S003
9539,324,1,4,S004
9540,324,1,5,S005
9541,324,1,6,S006
9542,324,2,1,S007
9543,324,2,2,S008
9544,324,2,3,S009
9545,324,2,4,S010
9546,324,2,5,S011
9547,324,2,6,S012
9548,324,3,1,S013
9549,324,3,2,S014
9550,324,3,3,S015
9551,324,3,4,S016
9552,324,3,5,S017
9553,324,3,6,S018
9554,324,4,1,S019
9555,324,4,2,S020
9556,324,4,3,S021
9557,324,4,4,S022
9558,324,4,5,S023
9559,324,4,6,S024
9560,324,5,1,S025
9561,324,5,2,S026
9562,324,5,3,S027
9563,324,5,4,S028
9564,324,5,5,S029
9565,324,5,6,S030
9566,325,1,1,S001
9567,325,1,2,S002
9568,325,1,3,S003
9569,325,1,4,S004
9570,325,1,5,S005
9571,325,1,6,S006
9572,325,2,1,S007
9573,325,2,2,S008
9574,325,2,3,S009
9575,325,2,4,S010
9576,325,2,5,S011
9577,325,2,6,S012
9578,325,3,1,S013
9579,325,3,2,S014
9580,325,3,3,S015
9581,325,3,4,S016
9582,325,3,5,S017
9583,325,3,6,S018
9584,325,4,1,S019
9585,325,4,2,S020
9586,325,4,3,S021
9587,325,4,4,S022
9588,325,4,5,S023
9589,325,4,6,S024
9590,325,5,1,S025
9591,326,1,1,S001
9592,326,1,2,S002
9593,326,1,3,S003
9594,326,1,4,S004
9595,326,1,5,S005
9596,326,1,6,S006
9597,326,2,1,S007
9598,326,2,2,S008
9599,326,2,3,S009
9600,326,2,4,S010
9601,326,2,5,S011
9602,326,2,6,S012
9603,326,3,1,S013
9604,326,3,2,S014
9605,326,3,3,S015
9606,326,3,4,S016
9607,326,3,5,S017
9608,326,3,6,S018
9609,326,4,1,S019
9610,326,4,2,S020
9611,326,4,3,S021
9612,326,4,4,S022
9613,326,4,5,S023
9614,326,4,6,S024
9615,326,5,1,S025
9616,327,1,1,S001
9617,327,1,2,S002
9618,327,1,3,S003
9619,327,1,4,S004
9620,327,1,5,S005
9621,327,1,6,S006
9622,327,2,1,S007
9623,327,2,2,S008
9624,327,2,3,S009
9625,327,2,4,S010
9626,327,2,5,S011
9627,327,2,6,S012
9628,327,3,1,S013
9629,327,3,2,S014
9630,327,3,3,S015
9631,327,3,4,S016
9632,327,3,5,S017
9633,327,3,6,S018
9634,327,4,1,S019
9635,327,4,2,S020
9636,327,4,3,S021
9637,327,4,4,S022
9638,327,4,5,S023
9639,327,4,6,S024
9640,327,5,1,S025
9641,327,5,2,S026
9642,327,5,3,S027
9643,327,5,4,S028
9644,327,5,5,S029
9645,327,5,6,S030
9646,327,6,1,S031
9647,327,6,2,S032
9648,327,6,3,S033
9649,327,6,4,S034
9650,327,6,5,S035
9651,328,1,1,S001
9652,328,1,2,S002
9653,328,1,3,S003
9654,328,1,4,S004
9655,328,1,5,S005
9656,328,1,6,S006
9657,328,2,1,S007
9658,328,2,2,S008
9659,328,2,3,S009
9660,328,2,4,S010
9661,328,2,5,S011
9662,328,2,6,S012
9663,328,3,1,S013
9664,328,3,2,S014
9665,328,3,3,S015
9666,328,3,4,S016
9667,328,3,5,S017
9668,328,3,6,S018
9669,328,4,1,S019
9670,328,4,2,S020
9671,328,4,3,S021
9672,328,4,4,S022
9673,328,4,5,S023
9674,328,4,6,S024
9675,328,5,1,S025
9676,328,5,2,S026
9677,328,5,3,S027
9678,328,5,4,S028
9679,328,5,5,S029
9680,328,5,6,S030
9681,329,1,1,S001
9682,329,1,2,S002
9683,329,1,3,S003
9684,329,1,4,S004
9685,329,1,5,S005
9686,329,1,6,S006
9687,329,2,1,S007
9688,329,2,2,S008
9689,329,2,3,S009
9690,329,2,4,S010
9691,329,2,5,S011
9692,329,2,6,S012
9693,329,3,1,S013
9694,329,3,2,S014
9695,329,3,3,S015
9696,329,3,4,S016
9697,329,3,5,S017
9698,329,3,6,S018
9699,329,4,1,S019
9700,329,4,2,S020
9701,329,4,3,S021
9702,329,4,4,S022
9703,329,4,5,S023
9704,329,4,6,S024
9705,329,5,1,S025
9706,329,5,2,S026
9707,329,5,3,S027
9708,329,5,4,S028
9709,329,5,5,S029
9710,329,5,6,S030
9711,330,1,1,S001
9712,330,1,2,S002
9713,330,1,3,S003
9714,330,1,4,S004
9715,330,1,5,S005
9716,330,1,6,S006
9717,330,2,1,S007
9718,330,2,2,S008
9719,330,2,3,S009
9720,330,2,4,S010
9721,330,2,5,S011
9722,330,2,6,S012
9723,330,3,1,S013
9724,330,3,2,S014
9725,330,3,3,S015
9726,330,3,4,S016
9727,330,3,5,S017
9728,330,3,6,S018
9729,330,4,1,S019
9730,330,4,2,S020
9731,330,4,3,S021
9732,330,4,4,S022
9733,330,4,5,S023
9734,330,4,6,S024
9735,330,5,1,S025
9736,330,5,2,S026
9737,330,5,3,S027
9738,330,5,4,S028
9739,330,5,5,S029
9740,330,5,6,S030
9741,331,1,1,S001
9742,331,1,2,S002
9743,331,1,3,S003
9744,331,1,4,S004
9745,331,1,5,S005
9746,331,1,6,S006
9747,331,2,1,S007
9748,331,2,2,S008
9749,331,2,3,S009
9750,331,2,4,S010
9751,331,2,5,S011
9752,331,2,6,S012
9753,331,3,1,S013
9754,331,3,2,S014
9755,331,3,3,S015
9756,331,3,4,S016
9757,331,3,5,S017
9758,331,3,6,S018
9759,331,4,1,S019
9760,331,4,2,S020
9761,331,4,3,S021
9762,331,4,4,S022
9763,331,4,5,S023
9764,331,4,6,S024
9765,331,5,1,S025
9766,331,5,2,S026
9767,331,5,3,S027
9768,331,5,4,S028
9769,331,5,5,S029
9770,331,5,6,S030
9771,332,1,1,S001
9772,332,1,2,S002
9773,332,1,3,S003
9774,332,1,4,S004
9775,332,1,5,S005
9776,332,1,6,S006
9777,332,2,1,S007
9778,332,2,2,S008
9779,332,2,3,S009
9780,332,2,4,S010
9781,332,2,5,S011
9782,332,2,6,S012
9783,332,3,1,S013
9784,332,3,2,S014
9785,332,3,3,S015
9786,332,3,4,S016
9787,332,3,5,S017
9788,332,3,6,S018
9789,332,4,1,S019
9790,332,4,2,S020
9791,332,4,3,S021
9792,332,4,4,S022
9793,332,4,5,S023
9794,332,4,6,S024
9795,332,5,1,S025
9796,333,1,1,S001
9797,333,1,2,S002
9798,333,1,3,S003
9799,333,1,4,S004
9800,333,1,5,S005
9801,333,1,6,S006
9802,333,2,1,S007
9803,333,2,2,S008
9804,333,2,3,S009
9805,333,2,4,S010
9806,333,2,5,S011
9807,333,2,6,S012
9808,333,3,1,S013
9809,333,3,2,S014
9810,333,3,3,S015
9811,333,3,4,S016
9812,333,3,5,S017
9813,333,3,6,S018
9814,333,4,1,S019
9815,333,4,2,S020
9816,333,4,3,S021
9817,333,4,4,S022
9818,333,4,5,S023
9819,333,4,6,S024
9820,333,5,1,S025
9821,334,1,1,S001
9822,334,1,2,S002
9823,334,1,3,S003
9824,334,1,4,S004
9825,334,1,5,S005
9826,334,1,6,S006
9827,334,2,1,S007
9828,334,2,2,S008
9829,334,2,3,S009
9830,334,2,4,S010
9831,334,2,5,S011
9832,334,2,6,S012
9833,334,3,1,S013
9834,334,3,2,S014
9835,334,3,3,S015
9836,334,3,4,S016
9837,334,3,5,S017
9838,334,3,6,S018
9839,334,4,1,S019
9840,334,4,2,S020
9841,334,4,3,S021
9842,334,4,4,S022
9843,334,4,5,S023
9844,334,4,6,S024
9845,334,5,1,S025
9846,335,1,1,S001
9847,335,1,2,S002
9848,335,1,3,S003
9849,335,1,4,S004
9850,335,1,5,S005
9851,335,1,6,S006
9852,335,2,1,S007
9853,335,2,2,S008
9854,335,2,3,S009
9855,335,2,4,S010
9856,335,2,5,S011
9857,335,2,6,S012
9858,335,3,1,S013
9859,335,3,2,S014
9860,335,3,3,S015
9861,335,3,4,S016
9862,335,3,5,S017
9863,335,3,6,S018
9864,335,4,1,S019
9865,335,4,2,S020
9866,335,4,3,S021
9867,335,4,4,S022
9868,335,4,5,S023
9869,335,4,6,S024
9870,335,5,1,S025
9871,335,5,2,S026
9872,335,5,3,S027
9873,335,5,4,S028
9874,335,5,5,S029
9875,335,5,6,S030
9876,335,6,1,S031
9877,335,6,2,S032
9878,335,6,3,S033
9879,335,6,4,S034
9880,335,6,5,S035
9881,336,1,1,S001
9882,336,1,2,S002
9883,336,1,3,S003
9884,336,1,4,S004
9885,336,1,5,S005
9886,336,1,6,S006
9887,336,2,1,S007
9888,336,2,2,S008
9889,336,2,3,S009
9890,336,2,4,S010
9891,336,2,5,S011
9892,336,2,6,S012
9893,336,3,1,S013
9894,336,3,2,S014
9895,336,3,3,S015
9896,336,3,4,S016
9897,336,3,5,S017
9898,336,3,6,S018
9899,336,4,1,S019
9900,336,4,2,S020
9901,336,4,3,S021
9902,336,4,4,S022
9903,336,4,5,S023
9904,336,4,6,S024
9905,336,5,1,S025
9906,336,5,2,S026
9907,336,5,3,S027
9908,336,5,4,S028
9909,336,5,5,S029
9910,336,5,6,S030
9911,336,6,1,S031
9912,336,6,2,S032
9913,336,6,3,S033
9914,336,6,4,S034
9915,336,6,5,S035
9916,337,1,1,S001
9917,337,1,2,S002
9918,337,1,3,S003
9919,337,1,4,S004
9920,337,1,5,S005
9921,337,1,6,S006
9922,337,2,1,S007
9923,337,2,2,S008
9924,337,2,3,S009
9925,337,2,4,S010
9926,337,2,5,S011
9927,337,2,6,S012
9928,337,3,1,S013
9929,337,3,2,S014
9930,337,3,3,S015
9931,337,3,4,S016
9932,337,3,5,S017
9933,337,3,6,S018
9934,337,4,1,S019
9935,337,4,2,S020
9936,337,4,3,S021
9937,337,4,4,S022
9938,337,4,5,S023
9939,337,4,6,S024
9940,337,5,1,S025
9941,337,5,2,S026
9942,337,5,3,S027
9943,337,5,4,S028
9944,337,5,5,S029
9945,337,5,6,S030
9946,338,1,1,S001
9947,338,1,2,S002
9948,338,1,3,S003
9949,338,1,4,S004
9950,338,1,5,S005
9951,338,1,6,S006
9952,338,2,1,S007
9953,338,2,2,S008
9954,338,2,3,S009
9955,338,2,4,S010
9956,338,2,5,S011
9957,338,2,6,S012
9958,338,3,1,S013
9959,338,3,2,S014
9960,338,3,3,S015
9961,338,3,4,S016
9962,338,3,5,S017
9963,338,3,6,S018
9964,338,4,1,S019
9965,338,4,2,S020
9966,338,4,3,S021
9967,338,4,4,S022
9968,338,4,5,S023
9969,338,4,6,S024
9970,338,5,1,S025
9971,338,5,2,S026
9972,338,5,3,S027
9973,338,5,4,S028
9974,338,5,5,S029
9975,338,5,6,S030
9976,339,1,1,S001
9977,339,1,2,S002
9978,339,1,3,S003
9979,339,1,4,S004
9980,339,1,5,S005
9981,339,1,6,S006
9982,339,2,1,S007
9983,339,2,2,S008
9984,339,2,3,S009
9985,339,2,4,S010
9986,339,2,5,S011
9987,339,2,6,S012
9988,339,3,1,S013
9989,339,3,2,S014
9990,339,3,3,S015
9991,339,3,4,S016
9992,339,3,5,S017
9993,339,3,6,S018
9994,339,4,1,S019
9995,339,4,2,S020
9996,339,4,3,S021
9997,339,4,4,S022
9998,339,4,5,S023
9999,339,4,6,S024
10000,339,5,1,S025
10001,339,5,2,S026
10002,339,5,3,S027
10003,339,5,4,S028
10004,339,5,5,S029
10005,339,5,6,S030
10006,340,1,1,S001
10007,340,1,2,S002
10008,340,1,3,S003
10009,340,1,4,S004
10010,340,1,5,S005
10011,340,1,6,S006
10012,340,2,1,S007
10013,340,2,2,S008
10014,340,2,3,S009
10015,340,2,4,S010
10016,340,2,5,S011
10017,340,2,6,S012
10018,340,3,1,S013
10019,340,3,2,S014
10020,340,3,3,S015
10021,340,3,4,S016
10022,340,3,5,S017
10023,340,3,6,S018
10024,340,4,1,S019
10025,340,4,2,S020
10026,340,4,3,S021
10027,340,4,4,S022
10028,340,4,5,S023
10029,340,4,6,S024
10030,340,5,1,S025
10031,341,1,1,S001
10032,341,1,2,S002
10033,341,1,3,S003
10034,341,1,4,S004
10035,341,1,5,S005
10036,341,1,6,S006
10037,341,2,1,S007
10038,341,2,2,S008
10039,341,2,3,S009
10040,341,2,4,S010
10041,341,2,5,S011
10042,341,2,6,S012
10043,341,3,1,S013
10044,341,3,2,S014
10045,341,3,3,S015
10046,341,3,4,S016
10047,341,3,5,S017
10048,341,3,6,S018
10049,341,4,1,S019
10050,341,4,2,S020
10051,341,4,3,S021
10052,341,4,4,S022
10053,341,4,5,S023
10054,341,4,6,S024
10055,341,5,1,S025
10056,341,5,2,S026
10057,341,5,3,S027
10058,341,5,4,S028
10059,341,5,5,S029
10060,341,5,6,S030
10061,342,1,1,S001
10062,342,1,2,S002
10063,342,1,3,S003
10064,342,1,4,S004
10065,342,1,5,S005
10066,342,1,6,S006
10067,342,2,1,S007
10068,342,2,2,S008
10069,342,2,3,S009
10070,342,2,4,S010
10071,342,2,5,S011
10072,342,2,6,S012
10073,342,3,1,S013
10074,342,3,2,S014
10075,342,3,3,S015
10076,342,3,4,S016
10077,342,3,5,S017
10078,342,3,6,S018
10079,342,4,1,S019
10080,342,4,2,S020
10081,342,4,3,S021
10082,342,4,4,S022
10083,342,4,5,S023
10084,342,4,6,S024
10085,342,5,1,S025
10086,343,1,1,S001
10087,343,1,2,S002
10088,343,1,3,S003
10089,343,1,4,S004
10090,343,1,5,S005
10091,343,1,6,S006
10092,343,2,1,S007
10093,343,2,2,S008
10094,343,2,3,S009
10095,343,2,4,S010
10096,343,2,5,S011
10097,343,2,6,S012
10098,343,3,1,S013
10099,343,3,2,S014
10100,343,3,3,S015
10101,343,3,4,S016
10102,343,3,5,S017
10103,343,3,6,S018
10104,343,4,1,S019
10105,343,4,2,S020
10106,343,4,3,S021
10107,343,4,4,S022
10108,343,4,5,S023
10109,343,4,6,S024
10110,343,5,1,S025
10111,344,1,1,S001
10112,344,1,2,S002
10113,344,1,3,S003
10114,344,1,4,S004
10115,344,1,5,S005
10116,344,1,6,S006
10117,344,2,1,S007
10118,344,2,2,S008
10119,344,2,3,S009
10120,344,2,4,S010
10121,344,2,5,S011
10122,344,2,6,S012
10123,344,3,1,S013
10124,344,3,2,S014
10125,344,3,3,S015
10126,344,3,4,S016
10127,344,3,5,S017
10128,344,3,6,S018
10129,344,4,1,S019
10130,344,4,2,S020
10131,344,4,3,S021
10132,344,4,4,S022
10133,344,4,5,S023
10134,344,4,6,S024
10135,344,5,1,S025
10136,344,5,2,S026
10137,344,5,3,S027
10138,344,5,4,S028
10139,344,5,5,S029
10140,344,5,6,S030
10141,344,6,1,S031
10142,344,6,2,S032
10143,344,6,3,S033
10144,344,6,4,S034
10145,344,6,5,S035
10146,345,1,1,S001
10147,345,1,2,S002
10148,345,1,3,S003
10149,345,1,4,S004
10150,345,1,5,S005
10151,345,1,6,S006
10152,345,2,1,S007
10153,345,2,2,S008
10154,345,2,3,S009
10155,345,2,4,S010
10156,345,2,5,S011
10157,345,2,6,S012
10158,345,3,1,S013
10159,345,3,2,S014
10160,345,3,3,S015
10161,345,3,4,S016
10162,345,3,5,S017
10163,345,3,6,S018
10164,345,4,1,S019
10165,345,4,2,S020
10166,345,4,3,S021
10167,345,4,4,S022
10168,345,4,5,S023
10169,345,4,6,S024
10170,345,5,1,S025
10171,345,5,2,S026
10172,345,5,3,S027
10173,345,5,4,S028
10174,345,5,5,S029
10175,345,5,6,S030
10176,346,1,1,S001
10177,346,1,2,S002
10178,346,1,3,S003
10179,346,1,4,S004
10180,346,1,5,S005
10181,346,1,6,S006
10182,346,2,1,S007
10183,346,2,2,S008
10184,346,2,3,S009
10185,346,2,4,S010
10186,346,2,5,S011
10187,346,2,6,S012
10188,346,3,1,S013
10189,346,3,2,S014
10190,346,3,3,S015
10191,346,3,4,S016
10192,346,3,5,S017
10193,346,3,6,S018
10194,346,4,1,S019
10195,346,4,2,S020
10196,346,4,3,S021
10197,346,4,4,S022
10198,346,4,5,S023
10199,346,4,6,S024
10200,346,5,1,S025
10201,347,1,1,S001
10202,347,1,2,S002
10203,347,1,3,S003
10204,347,1,4,S004
10205,347,1,5,S005
10206,347,1,6,S006
10207,347,2,1,S007
10208,347,2,2,S008
10209,347,2,3,S009
10210,347,2,4,S010
10211,347,2,5,S011
10212,347,2,6,S012
10213,347,3,1,S013
10214,347,3,2,S014
10215,347,3,3,S015
10216,347,3,4,S016
10217,347,3,5,S017
10218,347,3,6,S018
10219,347,4,1,S019
10220,347,4,2,S020
10221,347,4,3,S021
10222,347,4,4,S022
10223,347,4,5,S023
10224,347,4,6,S024
10225,347,5,1,S025
10226,347,5,2,S026
10227,347,5,3,S027
10228,347,5,4,S028
10229,347,5,5,S029
10230,347,5,6,S030
10231,348,1,1,S001
10232,348,1,2,S002
10233,348,1,3,S003
10234,348,1,4,S004
10235,348,1,5,S005
10236,348,1,6,S006
10237,348,2,1,S007
10238,348,2,2,S008
10239,348,2,3,S009
10240,348,2,4,S010
10241,348,2,5,S011
10242,348,2,6,S012
10243,348,3,1,S013
10244,348,3,2,S014
10245,348,3,3,S015
10246,348,3,4,S016
10247,348,3,5,S017
10248,348,3,6,S018
10249,348,4,1,S019
10250,348,4,2,S020
10251,348,4,3,S021
10252,348,4,4,S022
10253,348,4,5,S023
10254,348,4,6,S024
10255,348,5,1,S025
10256,348,5,2,S026
10257,348,5,3,S027
10258,348,5,4,S028
10259,348,5,5,S029
10260,348,5,6,S030
10261,348,6,1,S031
10262,348,6,2,S032
10263,348,6,3,S033
10264,348,6,4,S034
10265,348,6,5,S035
10266,349,1,1,S001
10267,349,1,2,S002
10268,349,1,3,S003
10269,349,1,4,S004
10270,349,1,5,S005
10271,349,1,6,S006
10272,349,2,1,S007
10273,349,2,2,S008
10274,349,2,3,S009
10275,349,2,4,S010
10276,349,2,5,S011
10277,349,2,6,S012
10278,349,3,1,S013
10279,349,3,2,S014
10280,349,3,3,S015
10281,349,3,4,S016
10282,349,3,5,S017
10283,349,3,6,S018
10284,349,4,1,S019
10285,349,4,2,S020
10286,349,4,3,S021
10287,349,4,4,S022
10288,349,4,5,S023
10289,349,4,6,S024
10290,349,5,1,S025
10291,349,5,2,S026
10292,349,5,3,S027
10293,349,5,4,S028
10294,349,5,5,S029
10295,349,5,6,S030
10296,350,1,1,S001
10297,350,1,2,S002
10298,350,1,3,S003
10299,350,1,4,S004
10300,350,1,5,S005
10301,350,1,6,S006
10302,350,2,1,S007
10303,350,2,2,S008
10304,350,2,3,S009
10305,350,2,4,S010
10306,350,2,5,S011
10307,350,2,6,S012
10308,350,3,1,S013
10309,350,3,2,S014
10310,350,3,3,S015
10311,350,3,4,S016
10312,350,3,5,S017
10313,350,3,6,S018
10314,350,4,1,S019
10315,350,4,2,S020
10316,350,4,3,S021
10317,350,4,4,S022
10318,350,4,5,S023
10319,350,4,6,S024
10320,350,5,1,S025
10321,350,5,2,S026
10322,350,5,3,S027
10323,350,5,4,S028
10324,350,5,5,S029
10325,350,5,6,S030
10326,351,1,1,S001
10327,351,1,2,S002
10328,351,1,3,S003
10329,351,1,4,S004
10330,351,1,5,S005
10331,351,1,6,S006
10332,351,2,1,S007
10333,351,2,2,S008
10334,351,2,3,S009
10335,351,2,4,S010
10336,351,2,5,S011
10337,351,2,6,S012
10338,351,3,1,S013
10339,351,3,2,S014
10340,351,3,3,S015
10341,351,3,4,S016
10342,351,3,5,S017
10343,351,3,6,S018
10344,351,4,1,S019
10345,351,4,2,S020
10346,351,4,3,S021
10347,351,4,4,S022
10348,351,4,5,S023
10349,351,4,6,S024
10350,351,5,1,S025
10351,352,1,1,S001
10352,352,1,2,S002
10353,352,1,3,S003
10354,352,1,4,S004
10355,352,1,5,S005
10356,352,1,6,S006
10357,352,2,1,S007
10358,352,2,2,S008
10359,352,2,3,S009
10360,352,2,4,S010
10361,352,2,5,S011
10362,352,2,6,S012
10363,352,3,1,S013
10364,352,3,2,S014
10365,352,3,3,S015
10366,352,3,4,S016
10367,352,3,5,S017
10368,352,3,6,S018
10369,352,4,1,S019
10370,352,4,2,S020
10371,352,4,3,S021
10372,352,4,4,S022
10373,352,4,5,S023
10374,352,4,6,S024
10375,352,5,1,S025
10376,352,5,2,S026
10377,352,5,3,S027
10378,352,5,4,S028
10379,352,5,5,S029
10380,352,5,6,S030
10381,352,6,1,S031
10382,352,6,2,S032
10383,352,6,3,S033
10384,352,6,4,S034
10385,352,6,5,S035
10386,353,1,1,S001
10387,353,1,2,S002
10388,353,1,3,S003
10389,353,1,4,S004
10390,353,1,5,S005
10391,353,1,6,S006
10392,353,2,1,S007
10393,353,2,2,S008
10394,353,2,3,S009
10395,353,2,4,S010
10396,353,2,5,S011
10397,353,2,6,S012
10398,353,3,1,S013
10399,353,3,2,S014
10400,353,3,3,S015
10401,353,3,4,S016
10402,353,3,5,S017
10403,353,3,6,S018
10404,353,4,1,S019
10405,353,4,2,S020
10406,353,4,3,S021
10407,353,4,4,S022
10408,353,4,5,S023
10409,353,4,6,S024
10410,353,5,1,S025
10411,353,5,2,S026
10412,353,5,3,S027
10413,353,5,4,S028
10414,353,5,5,S029
10415,353,5,6,S030
10416,354,1,1,S001
10417,354,1,2,S002
10418,354,1,3,S003
10419,354,1,4,S004
10420,354,1,5,S005
10421,354,1,6,S006
10422,354,2,1,S007
10423,354,2,2,S008
10424,354,2,3,S009
10425,354,2,4,S010
10426,354,2,5,S011
10427,354,2,6,S012
10428,354,3,1,S013
10429,354,3,2,S014
10430,354,3,3,S015
10431,354,3,4,S016
10432,354,3,5,S017
10433,354,3,6,S018
10434,354,4,1,S019
10435,354,4,2,S020
10436,354,4,3,S021
10437,354,4,4,S022
10438,354,4,5,S023
10439,354,4,6,S024
10440,354,5,1,S025
10441,354,5,2,S026
10442,354,5,3,S027
10443,354,5,4,S028
10444,354,5,5,S029
10445,354,5,6,S030
10446,355,1,1,S001
10447,355,1,2,S002
10448,355,1,3,S003
10449,355,1,4,S004
10450,355,1,5,S005
10451,355,1,6,S006
10452,355,2,1,S007
10453,355,2,2,S008
10454,355,2,3,S009
10455,355,2,4,S010
10456,355,2,5,S011
10457,355,2,6,S012
10458,355,3,1,S013
10459,355,3,2,S014
10460,355,3,3,S015
10461,355,3,4,S016
10462,355,3,5,S017
10463,355,3,6,S018
10464,355,4,1,S019
10465,355,4,2,S020
10466,355,4,3,S021
10467,355,4,4,S022
10468,355,4,5,S023
10469,355,4,6,S024
10470,355,5,1,S025
10471,355,5,2,S026
10472,355,5,3,S027
10473,355,5,4,S028
10474,355,5,5,S029
10475,355,5,6,S030
10476,355,6,1,S031
10477,355,6,2,S032
10478,355,6,3,S033
10479,355,6,4,S034
10480,355,6,5,S035
10481,356,1,1,S001
10482,356,1,2,S002
10483,356,1,3,S003
10484,356,1,4,S004
10485,356,1,5,S005
10486,356,1,6,S006
