score_id,candidate_id,physics_score,chemistry_score,biology_score,total_score,response_time_variance,changed_answer_correct_rate,question_paper_set_id,percentile,rank
4546,4546,129.5,47.2,142.1,318.8,13.05,0.245,4,80.3619088288673,3674
4547,4547,81.8,91.2,117.9,290.8,19.99,0.155,2,66.98516067043877,6179
4548,4548,60.0,92.2,138.3,290.5,13.1,0.222,1,66.83303085299455,6209
4549,4549,64.2,116.1,61.5,241.8,22.86,0.434,1,37.11967545638945,11777
4550,4550,55.0,68.9,110.8,234.7,13.21,0.382,4,32.82534429379738,12581
4551,4551,141.4,47.5,103.2,292.1,19.45,0.294,1,67.84722963595601,6015
4552,4552,65.3,48.5,86.3,200.2,11.12,0.385,1,15.447848831002457,15838
4553,4553,93.3,109.7,101.9,304.9,11.54,0.22,2,74.34877762357212,4802
4554,4554,28.5,28.4,138.3,195.2,24.28,0.438,1,13.462154371730545,16207
4555,4555,76.7,35.7,137.5,249.9,17.38,0.194,2,42.08391160456923,10845
4556,4556,107.9,103.5,63.7,275.1,19.6,0.139,3,58.00416355289847,7863
4557,4557,111.5,87.9,7.5,206.9,13.23,0.278,3,18.40503896658482,15280
4558,4558,40.1,89.6,61.2,190.9,22.09,0.348,2,11.91950464396285,16499
4559,4559,114.9,0.6,70.9,186.4,11.83,0.443,3,10.523646845307995,16760
4560,4560,104.5,62.4,162.4,329.3,10.96,0.105,1,84.25856731077187,2946
4561,4561,119.5,98.7,42.6,260.8,17.46,0.171,2,49.0605316536778,9540
4562,4562,85.9,77.9,121.7,285.5,12.17,0.308,1,63.995943204868155,6741
4563,4563,100.4,71.3,58.2,229.9,23.07,0.226,2,29.95089142735134,13118
4564,4564,73.9,113.4,108.6,296.0,16.56,0.424,4,69.79288993274261,5657
4566,4566,61.7,127.9,139.2,328.8,10.9,0.113,3,84.026369168357,2989
4567,4567,119.9,151.9,82.2,354.0,10.17,0.332,4,90.53058610013879,1773
4568,4568,97.6,109.0,49.8,256.4,9.62,0.437,3,46.330201772178924,10051
4569,4569,49.0,67.4,142.5,258.9,17.42,0.39,1,47.92089249492901,9751
4570,4570,89.6,70.2,51.2,211.0,17.45,0.303,2,20.32134087754884,14924
4571,4571,157.2,143.5,155.6,456.3,0.66,0.869,4,97.93957510408883,387
4572,4572,77.7,120.9,57.9,256.5,17.86,0.42,3,46.39425643215544,10037
4573,4573,2.9,113.0,88.4,204.3,9.16,0.114,3,17.209351980356573,15508
4574,4574,152.5,57.4,80.7,290.7,19.1,0.396,1,66.92377495462794,6194
4575,4575,98.5,58.3,95.0,251.9,20.01,0.414,1,43.39703213408775,10599
4576,4576,133.0,45.0,97.6,275.6,11.59,0.317,2,58.25237536030746,7819
4578,4578,63.9,58.4,68.4,190.7,11.63,0.299,4,11.83676737482652,16516
4579,4579,141.7,150.3,93.6,385.7,20.06,0.339,3,94.65143589196114,1003
4580,4580,87.1,69.4,95.3,251.9,14.01,0.113,3,43.39703213408775,10599
4581,4581,89.9,65.4,73.0,228.3,17.95,0.399,1,29.075477741005656,13283
4582,4582,70.9,136.7,30.7,238.3,19.09,0.143,1,34.99786484466745,12172
4583,4583,103.5,133.0,89.2,325.7,15.97,0.165,3,82.95612255791609,3192
4584,4584,101.4,154.8,98.3,354.5,20.2,0.232,1,90.62666809010355,1755
4585,4585,89.6,40.2,148.2,278.1,14.52,0.327,4,59.72296359560158,7542
4586,4586,40.8,89.8,121.2,251.8,14.9,0.115,1,43.33297747411124,10612
4587,4587,59.4,35.4,57.0,151.8,22.48,0.404,4,3.461620582897406,18085
4588,4588,119.9,131.7,104.3,355.9,18.03,0.308,1,90.90156933916941,1703
4589,4589,153.8,118.7,164.5,437.0,13.37,0.35,3,96.56773780292515,644
4590,4590,44.5,147.5,42.7,234.6,22.7,0.119,4,32.75061385715811,12591
4591,4591,155.9,85.2,147.1,388.2,10.48,0.212,1,94.80089676523967,975
4592,4592,85.3,116.9,122.5,324.6,21.87,0.215,3,82.53442937973738,3271
4593,4593,29.0,83.9,150.7,263.6,8.15,0.102,3,50.83537952386036,9204
4594,4594,105.3,18.9,36.8,161.0,17.49,0.239,3,4.686665954948222,17856
4595,4595,45.6,119.4,115.0,280.1,12.32,0.328,3,60.88395430767588,7325
4596,4596,62.4,60.7,46.1,169.1,19.42,0.14,3,6.2640119568698625,17560
4599,4599,68.3,35.0,57.4,160.7,8.42,0.288,2,4.619942350806021,17868
4600,4600,145.5,155.8,141.3,442.6,1.6,0.702,2,96.78659122451158,603
4601,4601,102.4,93.0,127.8,323.2,15.89,0.138,1,82.0380057649194,3360
4602,4602,95.0,101.6,71.0,267.6,13.13,0.418,2,53.40023486708658,8724
4603,4603,163.8,150.2,162.8,476.8,2.08,0.93,4,99.6423614817978,68
4604,4604,55.2,42.5,103.5,201.2,17.25,0.406,1,15.773460019216397,15777
4605,4605,50.8,29.0,85.6,165.4,17.89,0.343,1,5.436639265506566,17715
4606,4606,69.0,42.4,115.1,226.5,9.82,0.437,2,28.069285790541258,13472
4607,4607,105.1,50.5,73.9,229.5,9.94,0.421,4,29.689334899113913,13168
4608,4608,61.1,114.0,149.9,325.0,11.81,0.201,1,82.6838902530159,3241
4609,4609,0.0,128.2,58.8,187.0,18.21,0.101,4,10.718479769403224,16724
4610,4610,20.2,46.6,126.3,193.2,23.72,0.419,3,12.733532614497706,16346
4611,4611,80.8,53.8,100.9,235.5,9.35,0.282,4,33.22301697448489,12509
4612,4612,0.0,128.6,98.4,227.0,22.4,0.133,3,28.322835486281626,13425
4613,4613,149.2,140.7,147.8,437.8,2.28,0.932,2,96.58908935625067,640
4614,4614,97.3,50.8,63.3,211.5,10.91,0.242,1,20.54286324330095,14883
4615,4615,56.4,46.3,71.2,173.9,23.58,0.281,2,7.2541902423401305,17376
4616,4616,175.8,77.2,43.2,296.1,13.03,0.41,3,69.84359987189069,5645
4617,4617,71.0,83.1,102.6,256.8,10.85,0.261,1,46.6931781787125,9981
4618,4618,133.5,78.9,134.0,346.5,14.53,0.443,4,88.99327426070246,2060
4619,4619,31.6,113.4,153.3,298.3,22.62,0.381,3,71.0446247464503,5419
4620,4620,94.7,86.6,54.6,235.9,17.05,0.133,4,33.46322194939682,12460
4621,4621,155.6,147.7,146.0,449.3,0.56,0.862,3,97.24831856517562,516
4622,4622,49.6,104.6,87.4,241.5,22.34,0.156,4,36.951531973951106,11805
4623,4623,136.7,137.8,64.3,338.8,15.22,0.283,1,87.01558663392763,2429
4624,4624,71.4,46.4,103.7,221.6,17.61,0.433,3,25.354969574036513,13978
4625,4625,87.7,29.8,67.6,185.2,8.66,0.432,4,10.179353047934239,16826
4626,4626,152.8,145.1,151.6,449.5,2.46,0.887,2,97.26433223016974,513
4627,4627,117.4,97.0,77.0,291.4,12.31,0.351,3,67.37215757446354,6110
4628,4628,160.5,58.4,77.5,296.5,12.35,0.116,1,70.05444646098003,5605
4629,4629,97.9,114.9,144.1,357.0,8.21,0.106,4,91.08305754243621,1670
4630,4630,22.2,85.1,91.9,199.2,20.81,0.363,3,15.063520871143377,15908
4631,4631,118.7,73.8,147.9,340.3,18.39,0.333,4,87.49332763958579,2342
4632,4632,58.8,43.6,32.9,135.3,12.41,0.261,3,1.8228888651649406,18393
4633,4633,49.4,65.2,37.7,152.3,21.0,0.283,1,3.520337354542543,18075
4634,4634,8.1,115.1,0.0,123.2,15.72,0.114,4,1.0622397779438453,18535
4635,4635,125.4,83.4,96.4,305.2,15.86,0.24,4,74.51158321767909,4771
4636,4636,93.7,94.8,102.3,290.8,10.03,0.431,1,66.98516067043877,6179
4637,4637,21.4,62.6,110.0,194.0,13.13,0.273,3,12.94704814775275,16307
4638,4638,65.7,96.6,107.9,270.2,8.54,0.169,3,54.99359453400234,8427
4639,4639,64.0,77.7,64.2,205.9,10.07,0.442,4,17.953987402583536,15368
4640,4640,40.5,85.9,58.9,185.2,18.17,0.278,3,10.179353047934239,16826
4641,4641,83.1,89.3,94.3,266.8,24.54,0.108,3,52.938507526422555,8812
4642,4642,15.4,57.1,8.0,80.5,24.59,0.364,4,0.10141987829614604,18716
4643,4643,107.3,50.6,80.1,238.0,22.19,0.259,2,34.76833564641827,12212
4644,4644,71.4,24.9,82.7,179.0,17.34,0.222,2,8.425856731077186,17154
4645,4645,27.9,101.3,101.1,230.3,19.8,0.344,2,30.18842745809758,13074
4646,4646,60.4,69.4,90.8,220.5,8.55,0.15,1,24.83719440589303,14074
4648,4648,40.9,128.0,93.2,262.1,15.88,0.376,3,49.82651862923028,9396
4649,4649,142.3,24.3,97.6,264.2,14.99,0.13,2,51.29176897619302,9119
4650,4650,114.3,133.9,78.9,327.2,13.92,0.165,1,83.47656667022527,3093
4651,4651,179.1,121.9,60.6,361.5,17.64,0.399,4,91.90242340130244,1517
4652,4652,69.4,125.6,67.2,262.3,24.44,0.345,1,49.94929006085192,9373
4653,4653,97.4,137.8,36.2,271.3,20.46,0.271,3,55.78893989537739,8278
4654,4654,81.1,42.9,165.5,289.5,23.15,0.381,2,66.22451158321768,6321
4655,4655,116.8,46.4,108.6,271.7,15.69,0.34,3,56.06117220027757,8227
4658,4658,97.7,115.7,95.1,308.5,8.75,0.385,4,75.99551617380165,4495
4659,4659,54.5,62.8,84.1,201.4,21.28,0.171,4,15.869542009181167,15758
4660,4660,0.0,98.9,69.4,168.3,13.0,0.259,1,6.101206362762891,17589
4661,4661,58.5,62.5,80.9,202.0,14.04,0.416,4,16.160456923241163,15703
4662,4662,44.3,79.6,102.5,226.4,13.48,0.343,3,28.0159069072275,13482
4663,4663,66.4,80.1,111.2,257.7,12.61,0.342,4,47.14689868687947,9897
4664,4664,101.7,90.4,61.1,253.2,10.94,0.156,2,44.24842532294224,10437
4665,4665,112.3,92.5,103.8,308.6,13.39,0.249,3,76.04088822461834,4485
4666,4666,88.7,60.8,94.3,243.7,11.34,0.283,2,38.37941710259422,11539
4667,4667,73.6,73.3,78.3,225.1,8.87,0.157,4,27.337995089142737,13610
4668,4668,88.8,70.1,107.4,266.3,19.28,0.154,3,52.65293050069393,8866
4669,4669,0.3,62.7,147.2,210.2,18.83,0.422,3,19.92633714102701,14998
4670,4670,22.0,134.3,71.6,228.0,19.11,0.197,3,28.907334258567314,13316
4671,4671,158.0,163.5,159.4,480.8,2.07,0.759,4,99.78648446674495,41
4673,4673,60.2,67.6,157.8,285.6,20.5,0.207,3,64.0519910323476,6731
4674,4674,165.2,112.4,123.8,401.4,20.69,0.224,2,95.57489057328921,829
4675,4675,65.6,88.5,117.9,272.0,13.77,0.265,4,56.29070139852674,8184
4676,4676,63.3,48.7,108.8,220.7,13.11,0.427,4,24.9332763958578,14059
4677,4677,143.6,57.6,178.2,379.4,22.03,0.207,3,94.1683569979716,1093
4678,4678,63.3,0.0,82.8,146.1,21.29,0.248,1,2.7543503789900714,18219
4679,4679,82.3,116.3,55.2,253.7,18.39,0.151,2,44.61673961780719,10369
4680,4680,54.8,89.9,72.0,216.6,23.68,0.243,4,23.030319205722215,14417
4681,4681,146.2,150.5,144.1,440.9,2.08,0.724,1,96.70652289954094,618
4682,4682,146.3,109.0,71.5,326.9,22.77,0.39,4,83.37781573609479,3111
4683,4683,56.8,57.6,120.9,235.3,20.47,0.258,3,33.126934984520126,12527
4684,4684,73.7,135.5,68.1,277.3,21.5,0.248,2,59.27991886409736,7626
4685,4685,143.3,113.8,122.5,379.6,14.29,0.164,1,94.19771538379416,1087
4686,4686,74.6,91.5,88.1,254.2,16.57,0.214,3,44.955695526849574,10305
4689,4689,122.7,165.5,63.4,351.6,20.17,0.147,1,90.0368314294865,1864
4690,4690,96.5,31.8,47.1,175.4,23.61,0.215,3,7.5851393188854495,17312
4691,4691,44.1,11.9,139.7,195.6,15.73,0.136,2,13.598270524180634,16184
4692,4692,74.3,39.2,40.2,153.7,15.44,0.393,1,3.6858118928152024,18044
4693,4693,89.2,57.7,133.4,280.4,14.23,0.37,4,61.03875306928579,7295
4694,4694,78.6,50.3,59.4,188.3,21.83,0.339,3,11.094800896765241,16655
4695,4695,66.2,86.2,84.7,237.2,21.27,0.143,1,34.27724991993168,12305
4696,4696,127.3,121.4,90.8,339.5,13.45,0.13,3,87.25045372050818,2388
4697,4697,83.6,94.9,99.0,277.6,11.32,0.252,3,59.434717625707265,7597
4698,4698,118.0,128.1,51.8,297.9,20.11,0.256,1,70.77773032988149,5472
4699,4699,128.2,130.9,60.5,319.6,16.46,0.246,1,80.72755417956657,3607
4700,4700,134.1,79.3,82.6,295.9,10.8,0.439,3,69.76086260275434,5664
4701,4701,45.2,18.2,99.8,163.1,23.71,0.27,2,5.022952919824918,17791
4702,4702,79.4,65.9,48.2,193.4,11.38,0.133,2,12.802925162805595,16336
4703,4703,106.2,140.4,95.3,341.8,23.58,0.394,4,87.88032454361054,2267
4704,4704,76.1,68.7,83.7,228.6,19.81,0.292,3,29.240952279278314,13252
4705,4705,79.2,53.1,108.2,240.6,20.1,0.205,3,36.423081029144875,11907
4706,4706,103.2,120.4,133.3,356.9,20.05,0.117,3,91.05369915661365,1674
4707,4707,54.9,115.0,69.1,238.9,19.77,0.109,3,35.38219280452653,12100
4708,4708,68.1,99.1,122.7,289.9,13.54,0.261,1,66.49140599978648,6276
4709,4709,129.1,80.5,171.9,381.5,17.74,0.156,1,94.35518308956976,1057
4710,4710,89.5,41.4,102.7,233.6,23.9,0.299,4,32.15543930820967,12707
4711,4711,74.1,19.0,70.9,164.1,18.8,0.16,4,5.2364684530799614,17752
4712,4712,66.9,53.8,52.0,172.7,23.11,0.413,1,7.0086473790968284,17419
4713,4713,51.6,52.3,114.2,218.1,18.23,0.438,3,23.6815415821501,14295
4714,4714,146.1,76.6,132.5,355.2,20.51,0.308,3,90.76812213088502,1729
4715,4715,79.0,101.1,116.5,296.7,19.59,0.117,3,70.15586633927619,5586
4716,4716,156.1,152.8,120.1,429.0,23.1,0.384,3,96.34621543717306,685
4717,4717,124.7,99.4,156.5,380.6,13.8,0.278,2,94.28579054126187,1071
4718,4718,135.5,80.0,56.1,271.5,14.11,0.19,3,55.93039393615885,8249
4721,4721,65.6,129.0,37.4,232.0,15.26,0.177,2,31.149247357745274,12893
4722,4722,114.9,152.1,78.3,345.3,14.95,0.26,3,88.75840717412193,2105
4723,4723,136.1,8.6,78.6,223.2,20.98,0.193,4,26.321127362015584,13801
4724,4724,153.8,153.8,161.2,468.8,1.14,0.831,2,99.05786270951211,177
4726,4726,45.4,75.2,61.3,181.9,9.93,0.157,1,9.151809544144337,17017
4727,4727,27.4,112.9,96.4,236.6,19.37,0.318,4,33.89025301590691,12380
4728,4728,57.8,1.3,108.8,167.9,24.49,0.285,2,5.981103875306928,17613
4729,4729,40.7,29.3,67.1,137.1,24.19,0.16,2,1.9509981851179674,18369
4730,4730,67.2,135.8,81.7,284.7,24.58,0.177,2,63.496850645884486,6832
4731,4731,44.3,164.4,69.9,278.6,10.28,0.402,4,60.00320273299883,7488
4732,4732,76.0,24.0,94.8,194.7,17.94,0.419,4,13.237963061812746,16253
4733,4733,105.5,87.1,73.6,266.2,15.61,0.143,3,52.578200064054656,8877
4734,4734,46.7,78.1,92.5,217.3,22.89,0.29,3,23.345254617273405,14354
4735,4735,84.7,76.5,113.9,275.1,23.76,0.29,1,58.00416355289847,7863
4736,4736,85.9,72.3,120.2,278.4,23.0,0.325,1,59.907120743034056,7507
4739,4739,77.7,109.7,88.3,275.7,10.58,0.123,1,58.316430020283974,7802
4740,4740,102.1,176.1,89.1,367.3,9.34,0.339,2,92.8285470267962,1343
4741,4741,93.7,74.9,66.2,234.8,20.74,0.416,1,32.878723177111134,12571
4742,4742,69.9,84.7,79.6,234.2,8.11,0.449,3,32.4383473897726,12653
4743,4743,78.0,92.9,64.5,235.4,12.69,0.346,3,33.174975979502506,12514
4744,4744,64.3,50.4,78.6,193.3,18.83,0.303,1,12.776235721148712,16338
4745,4745,157.4,101.9,23.5,282.8,9.18,0.306,2,62.40258353795238,7040
4746,4746,69.6,72.1,166.8,308.6,19.0,0.201,1,76.04088822461834,4485
4747,4747,72.5,113.5,79.7,265.7,10.47,0.384,1,52.23924415501228,8942
4748,4748,74.9,66.0,126.9,267.8,18.81,0.205,4,53.53368207537098,8697
4749,4749,46.5,59.2,86.2,192.0,17.56,0.233,4,12.346535710472937,16419
4750,4750,1.6,69.8,92.6,164.1,14.28,0.125,3,5.2364684530799614,17752
4751,4751,60.7,69.2,92.3,222.3,19.03,0.431,3,25.792676417209353,13897
4752,4752,88.1,24.7,45.3,158.1,13.11,0.199,1,4.288993274260703,17929
4753,4753,105.0,119.8,127.7,352.4,18.29,0.341,1,90.20230596775916,1833
4754,4754,112.4,96.9,113.9,323.2,15.07,0.25,3,82.0380057649194,3360
4755,4755,128.9,108.0,104.5,341.4,17.97,0.345,1,87.76555994448596,2292
4756,4756,144.2,104.5,147.5,396.2,21.13,0.357,3,95.25461727340664,889
4757,4757,114.8,113.9,88.6,317.3,8.29,0.175,4,79.72670011743355,3797
4758,4758,81.7,102.1,127.0,310.8,23.49,0.343,4,77.08711433756807,4289
4759,4759,45.2,75.1,129.9,250.3,19.57,0.227,3,42.38817123945767,10786
4760,4760,152.9,76.6,87.2,316.7,23.84,0.42,3,79.52652930500695,3833
4761,4761,56.7,92.2,64.9,213.8,15.42,0.218,3,21.70919184370663,14665
4762,4762,127.2,73.1,99.4,299.8,14.52,0.365,1,71.83463221949397,5273
4763,4763,63.1,63.0,132.6,258.7,15.82,0.244,3,47.77943845414754,9779
4764,4764,154.6,160.0,146.6,461.3,1.09,0.854,3,98.37194405893028,306
4765,4765,88.3,100.0,103.3,291.6,20.85,0.245,3,67.48425322942244,6086
4766,4766,110.3,106.7,88.8,305.8,15.95,0.208,2,74.76513291341945,4726
4767,4767,125.9,66.5,76.3,268.7,21.32,0.192,1,54.12351873598804,8591
4768,4768,65.2,77.6,180.0,322.9,10.47,0.193,4,81.8805380591438,3390
4769,4769,86.3,72.9,87.0,246.3,24.65,0.337,4,39.879363723710895,11257
4770,4770,152.2,85.4,80.0,317.6,12.42,0.24,4,79.87882993487776,3767
4771,4771,165.1,62.9,34.1,262.2,15.43,0.443,2,49.8879043450411,9383
4772,4772,160.9,156.1,167.6,484.6,1.92,0.883,1,99.8665527917156,25
4773,4773,91.8,34.5,109.4,235.6,24.4,0.326,2,33.276395857798654,12494
4774,4774,135.0,79.6,28.9,243.5,8.89,0.266,4,38.24596989430981,11565
4775,4775,0.9,32.2,64.4,97.4,18.59,0.408,4,0.29892174655706205,18678
4776,4776,85.9,85.4,102.5,273.7,12.25,0.269,4,57.310238069819576,7994
4777,4777,117.9,90.0,108.3,316.2,22.67,0.329,2,79.28632433009501,3877
4778,4778,58.9,102.9,152.4,314.2,12.05,0.421,3,78.45361375040034,4034
4779,4779,70.8,38.9,136.6,246.3,10.02,0.137,2,39.879363723710895,11257
4780,4780,81.1,62.7,120.5,264.4,14.32,0.118,1,51.467919291128425,9086
4781,4781,126.1,51.4,77.3,254.8,12.52,0.187,3,45.356037151702786,10231
4782,4782,75.7,96.4,123.7,295.8,20.1,0.292,1,69.73951104942884,5669
4783,4783,54.2,78.9,82.5,215.5,24.54,0.286,1,22.520550870075798,14515
4784,4784,101.4,98.2,142.6,342.2,18.87,0.413,1,87.96573075691256,2255
4785,4785,76.9,97.7,97.4,272.0,24.44,0.282,4,56.29070139852674,8184
4786,4786,26.9,113.5,65.2,205.6,24.31,0.363,4,17.77516814348244,15401
4787,4787,46.6,31.3,113.6,191.6,23.97,0.273,3,12.189068004697342,16446
4788,4788,180.0,39.4,119.6,339.0,14.32,0.319,4,87.07964129390413,2418
4789,4789,96.9,11.9,80.9,189.8,9.83,0.251,3,11.58855556741753,16562
4790,4790,64.7,89.1,112.3,266.1,8.57,0.302,4,52.50346962741539,8894
4791,4791,72.1,106.0,63.1,241.2,21.62,0.223,3,36.746023273193124,11845
4792,4792,41.7,80.4,112.4,234.5,10.19,0.154,3,32.65186292302765,12609
4793,4793,140.6,66.8,34.4,241.9,22.12,0.145,4,37.16771645137184,11768
4794,4794,92.9,76.5,57.5,226.9,15.76,0.248,2,28.26411871463649,13434
4795,4795,6.2,68.5,67.4,142.1,18.58,0.327,2,2.4207323582790647,18281
4796,4796,46.2,46.8,79.7,172.7,16.76,0.392,1,7.0086473790968284,17419
4797,4797,20.4,67.8,98.1,186.3,14.0,0.325,4,10.491619515319739,16768
4798,4798,7.2,9.9,112.3,129.4,22.54,0.41,1,1.3985267428205403,18472
4799,4799,46.4,88.4,112.2,247.0,18.4,0.104,1,40.29305006939255,11181
4800,4800,91.9,43.3,92.2,227.4,9.25,0.193,4,28.514999466211165,13387
4801,4801,50.1,56.8,117.8,224.8,17.04,0.361,1,27.167182662538696,13640
4802,4802,52.2,50.0,64.5,166.7,19.64,0.151,3,5.716878402903811,17662
4803,4803,88.3,75.8,76.0,240.1,13.62,0.379,4,36.105476673427994,11968
4804,4804,55.8,33.5,180.0,269.3,15.77,0.392,1,54.3797373758941,8545
4805,4805,104.0,65.8,83.4,253.2,10.61,0.112,4,44.24842532294224,10437
4806,4806,66.9,74.4,92.0,233.3,9.12,0.447,3,31.936585886623252,12750
4807,4807,135.1,96.2,119.0,350.4,14.5,0.313,4,89.85000533788833,1902
4808,4808,70.7,117.5,65.8,254.0,19.39,0.198,2,44.80089676523967,10337
4809,4809,32.6,126.9,89.6,249.1,23.93,0.387,2,41.5341091064375,10950
4810,4810,148.5,169.4,166.6,484.6,1.82,0.703,3,99.8665527917156,25
4811,4811,52.9,35.1,67.1,155.1,10.97,0.237,2,3.8459485427564855,18012
4812,4812,150.9,93.4,99.9,344.1,14.73,0.169,3,88.47016120422761,2159
4813,4813,102.1,103.4,64.4,269.9,21.15,0.382,3,54.79609266574143,8464
4814,4814,108.1,94.6,97.3,300.0,21.85,0.331,3,71.94939681861855,5249
4815,4815,84.8,27.5,131.1,243.3,18.53,0.182,3,38.080495356037154,11593
4816,4816,98.7,85.1,57.8,241.5,17.4,0.41,3,36.951531973951106,11805
4817,4817,75.4,72.0,125.1,272.5,13.8,0.439,4,56.64300202839757,8119
4818,4818,77.9,51.8,79.9,209.5,20.54,0.347,4,19.58204334365325,15062
4819,4819,82.6,42.2,106.9,231.7,8.84,0.379,3,30.983772819472616,12930
4820,4820,95.8,35.8,83.8,215.4,9.72,0.219,2,22.49119248425323,14518
4821,4821,147.3,61.0,84.2,292.5,22.03,0.237,4,68.05807622504537,5979
4822,4822,27.3,72.0,159.5,258.8,24.94,0.438,3,47.84616205828974,9765
4823,4823,85.6,132.9,58.0,276.4,23.84,0.369,4,58.703426924308744,7731
4824,4824,30.3,146.1,113.3,289.7,15.48,0.119,4,66.34461407067364,6301
4825,4825,122.3,123.7,50.3,296.3,21.6,0.302,2,69.96904024767801,5623
4826,4826,72.5,119.5,71.8,263.8,13.56,0.254,3,50.97416462047614,9178
4827,4827,109.3,126.6,117.0,352.9,10.24,0.122,2,90.31973951104942,1812
4828,4828,108.9,107.1,121.8,337.8,9.22,0.234,1,86.76203693818725,2479
4829,4829,156.6,154.1,173.6,484.3,0.73,0.901,1,99.84787018255578,29
4830,4830,88.5,110.3,63.2,262.0,14.72,0.261,2,49.76246396925376,9406
4831,4831,124.6,132.4,74.4,331.5,23.41,0.288,4,84.94715490551937,2817
4832,4832,107.3,26.9,18.3,152.6,15.83,0.313,4,3.5737162378563037,18064
4833,4833,78.5,63.1,149.8,291.4,21.24,0.284,2,67.37215757446354,6110
4834,4834,130.2,107.2,78.2,315.6,11.42,0.244,2,79.02743674602327,3924
4835,4835,55.1,56.7,54.4,166.2,22.81,0.384,2,5.594106971282161,17683
4836,4836,71.2,90.6,71.4,233.2,9.8,0.139,3,31.87520017081243,12755
4837,4837,137.0,86.8,71.2,295.1,19.0,0.177,1,69.38987936372371,5731
4838,4838,114.7,99.6,129.1,343.5,16.66,0.429,4,88.29667983345789,2191
4839,4839,83.6,44.0,53.0,180.6,14.8,0.256,4,8.810184690936266,17083
4840,4840,24.9,79.1,21.4,125.3,22.37,0.193,2,1.1743354329027436,18515
4841,4841,47.6,157.7,88.6,293.8,23.43,0.138,1,68.69328493647913,5863
4842,4842,46.8,66.3,142.1,255.2,18.91,0.327,3,45.65228995409416,10176
4843,4843,125.3,43.2,50.7,219.3,15.05,0.187,1,24.20465463862496,14197
4844,4844,74.1,103.0,100.8,277.9,10.73,0.366,2,59.59752321981424,7563
4845,4845,54.4,131.7,104.9,291.1,18.86,0.423,1,67.2013451478595,6141
4846,4846,57.9,65.7,113.7,237.2,18.47,0.411,2,34.27724991993168,12305
4847,4847,92.3,91.7,125.5,309.4,15.45,0.202,2,76.42521618447742,4413
4848,4848,166.2,162.1,153.1,481.3,1.91,0.875,4,99.79182235507633,40
4849,4849,82.7,92.8,118.2,293.7,14.29,0.28,1,68.65325077399382,5870
4850,4850,115.3,34.0,58.2,207.5,23.91,0.186,3,18.727981210633075,15224
4851,4851,76.4,60.3,73.4,210.1,11.98,0.101,4,19.875627201878938,15007
4852,4852,157.2,119.1,108.5,384.8,14.94,0.334,4,94.60873278531014,1010
4853,4853,120.7,65.1,109.7,295.5,8.38,0.295,3,69.61140172947582,5689
4854,4854,120.8,71.7,49.6,242.2,17.86,0.297,3,37.34119782214156,11729
4855,4855,134.0,148.9,85.8,368.6,13.13,0.261,3,93.0313867833885,1305
4856,4856,51.7,92.7,40.8,185.3,10.44,0.347,4,10.206042489591118,16821
4857,4857,105.5,100.3,117.9,323.7,14.1,0.162,2,82.26753496316857,3320
4858,4858,93.9,46.4,0.0,140.3,13.28,0.24,2,2.2365752108465893,18316
4859,4859,92.5,43.2,41.9,177.5,20.63,0.256,1,8.073556101206362,17222
4860,4860,120.4,90.6,78.4,289.4,20.95,0.441,2,66.14978114657842,6337
4861,4861,93.5,106.3,135.6,335.4,13.97,0.255,2,86.12682822675349,2595
4862,4862,151.7,125.0,95.1,371.8,11.31,0.178,1,93.386356357425,1240
4863,4863,66.3,22.9,84.1,173.2,24.9,0.309,2,7.13141881071848,17396
4864,4864,78.7,40.0,95.8,214.5,21.59,0.222,1,22.0508166969147,14597
4865,4865,120.8,91.9,104.9,317.5,19.83,0.229,4,79.84413366072381,3775
4866,4866,97.0,96.6,129.0,322.7,13.32,0.399,4,81.79513184584178,3408
4867,4867,52.2,63.9,97.4,213.5,21.92,0.123,3,21.581082523753604,14688
4868,4868,67.7,58.3,71.5,197.4,14.19,0.19,2,14.350912778904664,16043
4869,4869,78.9,95.0,60.0,233.8,20.46,0.294,1,32.24351446567738,12689
4870,4870,143.2,20.4,103.0,266.6,16.7,0.15,4,52.82107398313227,8834
4871,4871,49.0,117.0,128.4,294.4,17.27,0.186,2,69.01355823636169,5802
4872,4872,74.3,23.8,118.6,216.8,23.62,0.269,4,23.13707697234974,14395
4873,4873,32.8,83.7,89.2,205.7,21.29,0.399,1,17.844560691790328,15384
4874,4874,116.6,87.3,126.1,330.0,14.21,0.297,4,84.47742073235828,2906
4875,4875,114.1,59.5,127.0,300.7,18.89,0.428,3,72.38176577346002,5169
4876,4876,105.3,109.3,91.7,306.3,16.17,0.332,4,74.98665527917156,4685
4877,4877,31.8,86.4,22.8,141.0,8.9,0.126,4,2.3032988149887905,18303
4878,4878,108.8,50.3,81.9,241.0,18.37,0.303,2,36.63125867406854,11868
4879,4879,79.8,91.9,116.5,288.2,9.96,0.365,1,65.40247678018576,6478
4880,4880,27.0,128.9,108.2,264.1,13.57,0.344,1,51.20369381872531,9134
4881,4881,95.2,50.8,99.0,245.0,20.98,0.389,4,39.169424575637876,11391
4882,4882,116.2,123.1,73.8,313.1,20.21,0.144,1,77.96519696807943,4128
4883,4883,179.5,79.4,89.2,348.0,17.55,0.305,2,89.2975338955909,2004
4884,4884,93.4,86.5,19.2,199.2,9.29,0.204,4,15.063520871143377,15908
